Time,電圧上限値,電圧下限値,bus1の電圧,bus1の電圧上限違反値,bus1の電圧下限違反値,bus1の有効電力,bus1の電圧降下,bus2の電圧,bus2の電圧上限違反値,bus2の電圧下限違反値,bus2の有効電力,bus2の電圧降下,bus3の電圧,bus3の電圧上限違反値,bus3の電圧下限違反値,bus3の有効電力,bus3の電圧降下
2003/4/1 11:00,107.0,95.0,99.91171865776751,0.0,0.0,2.041980904999946,0.11171865776751133,100.06434263742756,0.0,0.0,2.041980905,0.15262397966005453,100.22750319636745,0.0,0.0,2.041980905,0.1631605589398859
2003/4/1 11:30,107.0,95.0,99.80215858091981,0.0,0.0,0.03998153141537841,0.0021585809198114703,99.80500541893392,0.0,0.0,0.039981531415407334,0.002846838014090491,99.804929477043,0.0,0.0,0.0,-7.594189090652514e-05
2003/4/1 12:00,107.0,95.0,99.92894057236408,0.0,0.0,2.3566782220000277,0.12894057236408685,100.10510824801419,0.0,0.0,2.3566782219999998,0.17616767565008834,100.29342579481921,0.0,0.0,2.3566782219999998,0.18831754680501905
2003/4/1 12:30,107.0,95.0,99.80708273171511,0.0,0.0,0.12996090247156644,0.007082731715115642,99.81666126664265,0.0,0.0,0.12996090247155612,0.009578534927542147,99.82697443412702,0.0,0.0,0.12996090247155612,0.010313167484368805
2003/4/1 13:00,107.0,95.0,99.81165063278546,0.0,0.0,0.21343049600000086,0.011650632785460857,99.82747384355956,0.0,0.0,0.21343049599999997,0.015823210774096562,99.82739790166865,0.0,0.0,0.0,-7.594189090652514e-05
2003/4/1 13:30,107.0,95.0,99.79997057840984,0.0,0.0,0.0,-2.9421590156175625e-05,99.79982624690959,0.0,0.0,0.0,-0.0001443315002665,99.79975030501868,0.0,0.0,0.0,-7.594189090652514e-05
2003/4/1 14:00,107.0,95.0,99.87363211128431,0.0,0.0,1.34602262899989,0.07363211128431146,99.97418882126411,0.0,0.0,1.346022629,0.10055670997979832,100.08171428909208,0.0,0.0,1.346022629,0.10752546782796835
2003/4/1 14:30,107.0,95.0,99.86334381924874,0.0,0.0,1.158023908999894,0.06334381924874322,99.94983563426092,0.0,0.0,1.158023909,0.08649181501218252,100.04233243402528,0.0,0.0,1.158023909,0.09249679976436179
2003/4/1 15:00,107.0,95.0,99.85064887694746,0.0,0.0,0.9260482910001429,0.050648876947462895,99.9197857189991,0.0,0.0,0.9260482910000002,0.06913684205163385,99.99373832568719,0.0,0.0,0.9260482910000002,0.07395260668808983
2003/4/1 15:30,107.0,95.0,99.83770438931838,0.0,0.0,0.689512712800024,0.03770438931837816,99.83756005781811,0.0,0.0,0.0,-0.0001443315002665,99.8374841159272,0.0,0.0,0.0,-7.594189090652514e-05
2003/4/1 16:00,107.0,95.0,99.8481543532011,0.0,0.0,0.8804656744000567,0.04815435320109884,99.91388098738095,0.0,0.0,0.8804656743999999,0.06572663417985629,99.98418970748114,0.0,0.0,0.8804656743999999,0.0703087201001809
2003/4/1 16:30,107.0,95.0,99.79997057840984,0.0,0.0,0.0,-2.9421590156175625e-05,99.79982624690959,0.0,0.0,0.0,-0.0001443315002665,99.79975030501868,0.0,0.0,0.0,-7.594189090652514e-05
2003/4/1 17:00,107.0,95.0,99.80428720688806,0.0,0.0,0.07887807089991838,0.004287206888065498,99.80807698650818,0.0,0.0,0.05258538060000001,0.003789779620123586,99.8122047340362,0.0,0.0,0.05258538060000001,0.004127747528020455
2003/4/1 17:30,107.0,95.0,99.83388883688421,0.0,0.0,0.6197908414501399,0.03388883688421629,99.85229206376496,0.0,0.0,0.24791633658,0.018403226880736246,99.86212537107002,0.0,0.0,0.12395816829,0.009833307305061883
2003/4/1 18:00,107.0,95.0,99.83167641685091,0.0,0.0,0.5793631268279569,0.031676416850913824,99.85320425824348,0.0,0.0,0.289681563414,0.02152784139257366,99.86470692726199,0.0,0.0,0.144840781707,0.01150266901850711
2003/4/1 18:30,107.0,95.0,99.80830727377797,0.0,0.0,0.1523370499999146,0.008307273777973023,99.81955985289457,0.0,0.0,0.15233705,0.011252579116605984,99.81948391100366,0.0,0.0,0.0,-7.594189090652514e-05
2003/4/1 19:00,107.0,95.0,99.81715742955703,0.0,0.0,0.3140566000001854,0.017157429557030923,99.8287609788213,0.0,0.0,0.1570283,0.0116035492642582,99.84123792131861,0.0,0.0,0.1570283,0.012476942497308616
2003/4/1 19:30,107.0,95.0,99.82548841980947,0.0,0.0,0.46628940000027796,0.025488419809477136,99.8486006701821,0.0,0.0,0.3108596,0.023112250372605093,99.86094982816098,0.0,0.0,0.1554298,0.012349157978883836
2003/4/1 20:00,107.0,95.0,99.82439600644867,0.0,0.0,0.4463276500000575,0.024396006448668572,99.84700285980865,0.0,0.0,0.3041042,0.022606853359985902,99.85908200354426,0.0,0.0,0.1520521,0.012079143735603648
2003/4/1 20:30,107.0,95.0,99.82557057347522,0.0,0.0,0.46779060000017125,0.02557057347522118,99.84875769747933,0.0,0.0,0.3118604,0.02318712400410423,99.86114685756833,0.0,0.0,0.1559302,0.012389160088999417
2003/4/1 21:00,107.0,95.0,99.82615934141307,0.0,0.0,0.4785492000000886,0.026159341413077186,99.84988305977626,0.0,0.0,0.3190328,0.0237237183631814,99.86255890165442,0.0,0.0,0.1595164,0.0126758418781611
2003/4/1 21:30,107.0,95.0,99.82700369853323,0.0,0.0,0.49397819999967396,0.027003698533235365,99.85149695144237,0.0,0.0,0.3293188,0.024493252909144777,99.86458392611894,0.0,0.0,0.1646594,0.013086974676571262
2003/4/1 22:00,107.0,95.0,99.81151699648419,0.0,0.0,0.2109885499999109,0.01151699648418969,99.81943454559823,0.0,0.0,0.10775930000000056,0.00791754911404731,99.81935860370731,0.0,0.0,0.0,-7.594189090652514e-05
2003/4/1 22:30,107.0,95.0,99.92086704169618,0.0,0.0,2.209149999998108,0.12086704169618656,99.98683265545019,0.0,0.0,0.8836599999990539,0.06596561375398882,100.02207672217709,0.0,0.0,0.441829999999527,0.03524406672689777
2003/4/1 23:00,107.0,95.0,99.88612948162627,0.0,0.0,1.574387999999545,0.08612948162627276,99.94487810923302,0.0,0.0,0.787193999999545,0.0587486276067474,99.97626641701267,0.0,0.0,0.393596999999545,0.03138830777964715
2003/4/1 23:30,107.0,95.0,99.88590431972754,0.0,0.0,1.5702735999992363,0.08590431972754686,99.973868566524,0.0,0.0,1.1777051999992363,0.08796424679645927,100.00517464774397,0.0,0.0,0.3925683999996181,0.03130608121997096
