,DATE,ígó‚ñ[ä∑ãC[kW*min],ããìí[kW*30min],è∆ñæ[kW*30min],ê~ñ[[kW*30min],ó‚ë†å…[kW*30min],å‚äyèÓïÒ[kW*30min],â∆éñâqê∂[kW*30min],ÇªÇÃëº[kW*30min],î≠ê∂ÉGÉlÉãÉMÅ[[kW*30min],çáåv[kW*30min]
0,2004/1/1 0:00,1.5329059,0,0,0.01729855,0.02976685,0.04794805,0.01574175,0.23784985,0,1.88151095
1,2004/1/1 0:30,1.6000012,0,0,0.03641105,0.03065645,0.05794215,0.01226675,0.2418322,0,1.9791098
2,2004/1/1 1:00,1.59614395,0,0,0.12557955,0.02171875,0.057129,0.0145533,0.2458215,0,2.06094605
3,2004/1/1 1:30,1.58266095,0,0,0.0207527,0.03196305,0.03490985,0.0132745,0.1338431,0,1.81740415
4,2004/1/1 2:00,1.5960258,0,0,0.02087085,0.0297738,0.0059353,0.0141224,0.05100605,0,1.7177342
5,2004/1/1 2:30,1.3832724,0,0,0.02067625,0.0423255,0.0059631,0.01453245,0.055044,0,1.5218137
6,2004/1/1 3:00,0.70919885,0,0,0.0209056,0.0743511,0.0060048,0.01475485,0.0487751,0,0.8739903
7,2004/1/1 3:30,1.2170979,0,0,0.0212809,0.06389135,0.00601175,0.01532475,0.0518887,0,1.37549535
8,2004/1/1 4:00,0.63311025,0,0,0.0206693,0.0320951,0.0059909,0.0150537,0.04555725,0,0.7524765
9,2004/1/1 4:30,1.05757455,0,0,0.02096815,0.0349585,0.0060048,0.0149842,0.0507489,0,1.1852391
10,2004/1/1 5:00,0.56372145,0,0,0.0210585,0.0214338,0.0060048,0.01464365,0.05025545,0,0.67711765
11,2004/1/1 5:30,0.98151375,0,0,0.0210724,0.02374815,0.00601175,0.0147757,0.05167325,0,1.098795
12,2004/1/1 6:00,0.4800921,0,0,0.0210307,0.02548565,0.0060187,0.01526915,0.0471766,0,0.5950729
13,2004/1/1 6:30,0.867221,0,0,0.02131565,0.0312611,0.0060326,0.0137332,0.05121455,0,0.9907781
14,2004/1/1 7:00,0.2889671,0,0,0.021128,0.0320395,0.00727665,0.01511625,0.05000525,0,0.41453275
15,2004/1/1 7:30,1.03347195,0,0,0.021267,0.02729265,0.0060048,0.0160684,0.0521667,0,1.1562715
16,2004/1/1 8:00,0.09570845,0,0,0.02103765,0.02761235,0.0059631,0.01621435,0.0532092,0,0.2197451
17,2004/1/1 8:30,0,0,0,0.2960283,0.0273969,0.00597005,0.01586685,0.1497725,0,0.4950346
18,2004/1/1 9:00,0,0,0,0.08677075,0.02654205,0.0059492,0.0157626,0.14523415,0,0.28025875
19,2004/1/1 9:30,0,0,0,0.36520165,0.03358935,0.00590055,0.1927235,0.1499949,0,0.74740995
20,2004/1/1 10:00,0,0,0,0.01988395,0.0289676,0.00591445,0.0182924,0.19043695,0,0.26349535
