DATE,ígó‚ñ[ä∑ãC[kW*min],ããìí[kW*30min],è∆ñæ[kW*30min],ê~ñ[[kW*30min],ó‚ë†å…[kW*30min],å‚äyèÓïÒ[kW*30min],â∆éñâqê∂[kW*30min],ÇªÇÃëº[kW*30min],î≠ê∂ÉGÉlÉãÉMÅ[[kW*30min],çáåv[kW*30min]
2004/1/1 0:00,0.0645099,0,0,0.00063245,0.03864895,0.0419224,0.01155785,0.1399452,0,0.29721675
2004/1/1 0:30,0.06145885,0,0,0.0006533,0.03354765,0.04236025,0.0195434,0.1565418,0,0.31410525
2004/1/1 1:00,0.0591167,0,0,0.0006533,0.00837475,0.0456754,0.01043195,0.1467562,0,0.2710083
2004/1/1 1:30,0.03353375,0,0,0.0006533,0.03315845,0.0302881,0.01182195,0.14053595,0,0.2499915
2004/1/1 2:00,0.0023908,0,0,0.00064635,0.03443725,0.00245335,0.01668,0.11065095,0,0.1672587
2004/1/1 2:30,0.00232825,0,0,0.0006255,0.0176669,0.00243945,0.0092435,0.10603615,0,0.13833975
2004/1/1 3:00,0.0022935,0,0,0.00063245,0.0125378,0.00243945,0.012232,0.1094486,0,0.1395838
2004/1/1 3:30,0.0023352,0,0,0.0006394,0.02939155,0.0024742,0.0121486,0.11181855,0,0.1588075
2004/1/1 4:00,0.00232825,0,0,0.0006394,0.02672275,0.00245335,0.01317025,0.10760685,0,0.15292085
2004/1/1 4:30,0.0023213,0,0,0.0006394,0.02547175,0.0024742,0.0120096,0.1069744,0,0.14989065
2004/1/1 5:00,0.0023352,0,0,0.0006394,0.01732635,0.00245335,0.01329535,0.128158,0,0.16420765
2004/1/1 5:30,0.00234215,0,0,0.0006394,0.0149842,0.00246725,0.0195573,0.15565915,0,0.19564945
2004/1/1 6:00,0.0023213,0,0,0.00063245,0.02463775,0.00246725,0.00969525,0.1815618,0,0.2213158
2004/1/1 6:30,0.0023074,0,0,0.00063245,0.0237551,0.0024464,0.011815,0.16233115,0,0.2032875
2004/1/1 7:00,0.0123988,0,0,0.0006394,0.02334505,0.00362095,0.01178025,0.10753735,0,0.1593218
2004/1/1 7:30,0.0711124,0,0,0.00063245,0.0232964,0.04520975,0.03036455,0.22946815,0,0.4000837
2004/1/1 8:00,0.02422075,0,0,0.00063245,0.0164854,0.0463148,0.0418946,0.40377415,0,0.53332215
2004/1/1 8:30,0.02359525,0,0,0.0006116,0.03257465,0.0461063,0.03705045,0.11951915,0,0.2594574
2004/1/1 9:00,0.02926645,0,0,0.00063245,0.0488724,0.04557115,0.0130382,0.0941864,0,0.23156705
2004/1/1 9:30,0.0191264,0,0,0.15753565,0.0722244,0.0457866,0.0108698,0.0847483,0,0.39029115
2004/1/1 10:00,0.00230045,0,0,0.0006394,0.076172,0.0452584,0.0119957,0.09540265,0,0.2317686
2004/1/1 10:30,0.00230045,0,0,0.0006394,0.067554,0.07494185,0.01500505,0.17297855,0,0.3334193
2004/1/1 11:00,0.00231435,0,0,0.0006394,0.065052,0.07592875,0.01211385,0.16102455,0,0.3170729
2004/1/1 11:30,0.00234215,0,0,0.0006533,0.0634257,0.03741185,0.00993155,0.1450743,0,0.25883885
2004/1/1 12:00,0.00234215,0,0,0.0006533,0.0623554,0.0278834,0.01127985,0.1370401,0,0.2415542
2004/1/1 12:30,0.0024186,0,0,0.0006533,0.01312855,0.0025298,0.0111478,0.1140912,0,0.14396925
2004/1/1 13:00,0.0023213,0,0,0.0006394,0.0426452,0.0025159,0.0143726,0.15899515,0,0.22148955
2004/1/1 13:30,0.0023074,0,0,0.0006394,0.0322619,0.0025159,0.01197485,0.132884,0,0.18258345
2004/1/1 14:00,0.0023074,0,0,0.0006394,0.01301735,0.0025437,0.0143031,0.12188215,0,0.1546931
2004/1/1 14:30,0.00231435,0,0,0.0006533,0.0301908,0.0050318,0.008201,0.0992877,0,0.14567895
2004/1/1 15:00,0.0022935,0,0,0.00063245,0.02716755,0.039476,0.0142197,0.0968691,0,0.1806583
2004/1/1 15:30,0.00228655,0,0,0.00063245,0.03201865,0.0148313,0.01002885,0.10767635,0,0.16747415
2004/1/1 16:00,0.00227265,0,0,0.00063245,0.0148313,0.05329955,0.01109915,0.15406065,0,0.23619575
2004/1/1 16:30,0.0022796,0,0,0.00063245,0.04234635,0.041978,0.0082844,0.17837175,0,0.27389255
2004/1/1 17:00,0.0023213,0,0,0.12298025,0.0300518,0.00748515,0.01608925,0.18641985,0,0.3653476
2004/1/1 17:30,0.00231435,0,0,0.0006533,0.03378395,0.04514025,0.01492165,0.20952165,0,0.30633515
2004/1/1 18:00,0.0023074,0,0,0.0006394,0.0431039,0.0441186,0.0095771,0.22870365,0,0.32845005
2004/1/1 18:30,0.00231435,0,0,0.0006394,0.02957225,0.0447997,0.0107725,0.1619628,0,0.250061
2004/1/1 19:00,0.00231435,0,0,0.0006533,0.04844845,0.0429788,0.01058485,0.1734859,0,0.27846565
2004/1/1 19:30,0.0023352,0,0,0.0006533,0.015012,0.04569625,0.0154707,0.2055254,0,0.28469285
2004/1/1 20:00,0.0023213,0,0,0.0006672,0.03403415,0.043507,0.00818015,0.2520626,0,0.3407724
2004/1/1 20:30,0.00231435,0,0,0.0006533,0.0392397,0.04198495,0.01568615,0.2311292,0,0.33100765
2004/1/1 21:00,0.125934,0,0,0.0006533,0.01503285,0.04444525,0.0080064,0.2522433,0,0.4463151
2004/1/1 21:30,0.07253715,0,0,0.0006672,0.01850785,0.0450777,0.0095632,0.19063155,0,0.33698465
2004/1/1 22:00,0.0750183,0,0,0.0006394,0.03160165,0.0446746,0.0111895,0.14964045,0,0.3127639
2004/1/1 22:30,0.0665393,0,0,0.0006672,0.03022555,0.044758,0.0109393,0.1477431,0,0.30087245
2004/1/1 23:00,0.0691664,0,0,0.00063245,0.02224695,0.0430622,0.01082115,0.142753,0,0.28868215
2004/1/1 23:30,0.0548494,0,0,0.00063245,0.01241965,0.03806515,0.01417105,0.1495779,0,0.2697156
2004/1/2 0:00,0.00235605,0,0,0.0006672,0.02149635,0.0024881,0.0084929,0.12211845,0,0.15761905
2004/1/2 0:30,0.0023491,0,0,0.0006672,0.0286062,0.00246725,0.0150398,0.11508505,0,0.1642146
2004/1/2 1:00,0.0022935,0,0,0.00063245,0.02577755,0.0024464,0.00877785,0.10748175,0,0.1474095
2004/1/2 1:30,0.0022796,0,0,0.0006255,0.0249922,0.00243945,0.0123015,0.1060709,0,0.14870915
2004/1/2 2:00,0.00230045,0,0,0.00063245,0.0156792,0.00245335,0.01180805,0.10660605,0,0.13947955
2004/1/2 2:30,0.002363,0,0,0.00063245,0.012649,0.00246725,0.0118567,0.10942775,0,0.13939615
2004/1/2 3:00,0.00232825,0,0,0.0006394,0.0219898,0.00245335,0.01282275,0.1125344,0,0.15276795
2004/1/2 3:30,0.0024881,0,0,0.0006394,0.0235188,0.0024742,0.0128853,0.11295835,0,0.15496415
2004/1/2 4:00,0.002363,0,0,0.0006394,0.05275745,0.0024464,0.0169858,0.1141607,0,0.18935275
2004/1/2 4:30,0.0023491,0,0,0.00063245,0.07245375,0.0024742,0.008757,0.10716205,0,0.19382855
2004/1/2 5:00,0.0023213,0,0,0.0006394,0.06896485,0.00245335,0.0101609,0.1075304,0,0.1920702
2004/1/2 5:30,0.00230045,0,0,0.00063245,0.03668905,0.00245335,0.01303125,0.1231679,0,0.17827445
2004/1/2 6:00,0.06553155,0,0,0.0006116,0.0311638,0.0370435,0.01415715,0.21723615,0,0.36574375
2004/1/2 6:30,0.0252424,0,0,0.0006255,0.0272023,0.0457588,0.01403205,0.3544083,0,0.46726935
2004/1/2 7:00,0.0262154,0,0,0.10735665,0.01799355,0.0437989,0.00909755,0.2506865,0,0.45514855
2004/1/2 7:30,0.03093445,0,0,0.0006116,0.0281475,0.0448553,0.01440735,0.23063575,0,0.34959195
2004/1/2 8:00,0.0271189,0,0,0.06892315,0.0345693,0.0448831,0.01096015,0.12840125,0,0.31485585
2004/1/2 8:30,0.0311082,0,0,0.00063245,0.033916,0.0463287,0.0154012,0.096188,0,0.22357455
2004/1/2 9:00,0.0031553,0,0,0.0006255,0.027939,0.04648855,0.01429615,0.09545825,0,0.18796275
2004/1/2 9:30,0.00228655,0,0,0.00064635,0.0496647,0.04526535,0.00909755,0.093547,0,0.2005075
2004/1/2 10:00,0.0023213,0,0,0.0006394,0.01995345,0.04520975,0.011398,0.0961463,0,0.1756682
2004/1/2 10:30,0.0023352,0,0,0.0006672,0.03011435,0.0451472,0.0159433,0.09766835,0,0.1918756
2004/1/2 11:00,0.0023074,0,0,0.0006394,0.05263235,0.0459951,0.0098829,0.0958544,0,0.20731155
2004/1/2 11:30,0.00227265,0,0,0.00063245,0.02488795,0.04505685,0.0098134,0.09424895,0,0.17691225
2004/1/2 12:00,0.0022935,0,0,0.00063245,0.022518,0.0449665,0.0112729,0.09595865,0,0.177642
2004/1/2 12:30,0.0022657,0,0,0.0006255,0.05666335,0.04401435,0.01460195,0.0946451,0,0.21281595
2004/1/2 13:00,0.0022657,0,0,0.0006255,0.01360115,0.042673,0.00848595,0.0961046,0,0.1637559
2004/1/2 13:30,0.0022935,0,0,0.0006255,0.03000315,0.0447302,0.01083505,0.140112,0,0.2285994
2004/1/2 14:00,0.00230045,0,0,0.00063245,0.03179625,0.01354555,0.0110644,0.11003935,0,0.16937845
2004/1/2 14:30,0.00227265,0,0,0.0005977,0.0282726,0.002502,0.01453245,0.33278685,0,0.38096425
2004/1/2 15:00,0.0022935,0,0,0.00060465,0.01620045,0.00249505,0.01335095,0.299962,0,0.3349066
2004/1/2 15:30,0.0022657,0,0,0.0006116,0.01411545,0.002502,0.009452,0.31261795,0,0.3415647
2004/1/2 16:00,0.00230045,0,0,0.00064635,0.02608335,0.0025298,0.01450465,0.22196215,0,0.26802675
2004/1/2 16:30,0.0023213,0,0,0.0006394,0.05462005,0.0025298,0.0081593,0.1953784,0,0.26364825
2004/1/2 17:00,0.0023352,0,0,0.0006533,0.0109393,0.00252285,0.00934775,0.1966433,0,0.2224417
2004/1/2 17:30,0.0023491,0,0,0.0914064,0.06521185,0.0025576,0.0109393,0.1832993,0,0.35576355
2004/1/2 18:00,0.00232825,0,0,0.0006672,0.0092574,0.00255065,0.01428225,0.17322875,0,0.2023145
2004/1/2 18:30,0.0023491,0,0,0.0006672,0.0299545,0.00256455,0.008201,0.21074485,0,0.2544812
2004/1/2 19:00,0.00235605,0,0,0.0006672,0.0299267,0.0025576,0.01318415,0.19790125,0,0.24659295
2004/1/2 19:30,0.00235605,0,0,0.0006811,0.0276888,0.00255065,0.0094798,0.1868577,0,0.2296141
2004/1/2 20:00,0.00234215,0,0,0.0006533,0.01775725,0.00256455,0.01062655,0.2079301,0,0.2418739
2004/1/2 20:30,0.0023213,0,0,0.0006533,0.01157175,0.0025437,0.03768985,0.25416845,0,0.30894835
2004/1/2 21:00,0.047816,0,0,0.0006672,0.0228655,0.00255065,0.01141885,0.23301265,0,0.31833085
2004/1/2 21:30,0.02769575,0,0,0.0006533,0.0254787,0.0025298,0.01610315,0.20793705,0,0.28039775
2004/1/2 22:00,0.02727875,0,0,0.0006533,0.02793205,0.0184036,0.01112,0.29254635,0,0.37793405
2004/1/2 22:30,0.031275,0,0,0.0006533,0.0268965,0.04601595,0.00861105,0.23245665,0,0.34590845
2004/1/2 23:00,0.0272162,0,0,0.0006394,0.01710395,0.0433541,0.0135525,0.26003425,0,0.3619004
2004/1/2 23:30,0.02752895,0,0,0.0006672,0.03221325,0.04363905,0.01571395,0.2118221,0,0.3315845
2004/1/3 0:00,0.00691525,0,0,0.0006672,0.05234045,0.04308305,0.01159955,0.15456105,0,0.26916655
2004/1/3 0:30,0.0023908,0,0,0.0006672,0.07430245,0.04395875,0.0129826,0.15575645,0,0.29005825
2004/1/3 1:00,0.00231435,0,0,0.0006394,0.07020195,0.04288845,0.0131633,0.1564306,0,0.28563805
2004/1/3 1:30,0.0023074,0,0,0.00063245,0.06412765,0.00243945,0.01296175,0.10823235,0,0.19070105
2004/1/3 2:00,0.0023491,0,0,0.0006533,0.0206276,0.0024881,0.0132606,0.107308,0,0.1466867
2004/1/3 2:30,0.00231435,0,0,0.0006394,0.03962195,0.00245335,0.0183202,0.11195755,0,0.1753068
2004/1/3 3:00,0.0023213,0,0,0.0006394,0.025854,0.00245335,0.0103277,0.1106996,0,0.15229535
2004/1/3 3:30,0.0023074,0,0,0.00063245,0.01082115,0.00245335,0.01303125,0.10866325,0,0.13790885
2004/1/3 4:00,0.0022518,0,0,0.0006116,0.0264934,0.0024325,0.01308685,0.10299205,0,0.1478682
2004/1/3 4:30,0.0022796,0,0,0.0005977,0.02790425,0.0024186,0.0129826,0.1036662,0,0.14984895
2004/1/3 5:00,0.0022518,0,0,0.0006116,0.0248115,0.0024325,0.01432395,0.10311715,0,0.1475485
2004/1/3 5:30,0.06539255,0,0,0.00059075,0.02017585,0.0250478,0.01675645,0.1217918,0,0.2497552
2004/1/3 6:00,0.03350595,0,0,0.0006255,0.0114397,0.03372835,0.0393648,0.3733401,0,0.4920044
2004/1/3 6:30,0.0242277,0,0,0.08848045,0.0432012,0.04266605,0.04762835,0.13811735,0,0.3843211
2004/1/3 7:00,0.0293568,0,0,0.0863468,0.02897455,0.03914935,0.0238246,0.12905455,0,0.33670665
2004/1/3 7:30,0.0310248,0,0,0.089655,0.01453245,0.0424506,0.0118289,0.1087397,0,0.29823145
2004/1/3 8:00,0.0273413,0,0,0.0037252,0.014734,0.0415888,0.0230601,0.0952428,0,0.2056922
2004/1/3 8:30,0.0308163,0,0,0.00063245,0.0293012,0.04142895,0.01237795,0.09215005,0,0.2067069
2004/1/3 9:00,0.0271189,0,0,0.00064635,0.03015605,0.04490395,0.01069605,0.09180255,0,0.20532385
2004/1/3 9:30,0.02748725,0,0,0.0006533,0.02743165,0.0422977,0.0118428,0.09370685,0,0.20341955
2004/1/3 10:00,0.00242555,0,0,0.0006672,0.01164125,0.04650245,0.0157765,0.12737265,0,0.2043856
2004/1/3 10:30,0.0023491,0,0,0.0006533,0.0608542,0.04597425,0.0149981,0.09935025,0,0.2241792
2004/1/3 11:00,0.0023213,0,0,0.1032075,0.0164437,0.04750325,0.00920875,0.1267263,0,0.3054108
2004/1/3 11:30,0.00230045,0,0,0.00063245,0.06512845,0.0467735,0.01745145,0.16477755,0,0.29706385
2004/1/3 12:00,0.0023074,0,0,0.0006394,0.00787435,0.04572405,0.01178025,0.18294485,0,0.2512703
2004/1/3 12:30,0.0023213,0,0,0.0006533,0.0310109,0.04640515,0.0087987,0.13425315,0,0.2234425
2004/1/3 13:00,0.0023491,0,0,0.0006394,0.04358345,0.04736425,0.01007055,0.24296505,0,0.3469718
2004/1/3 13:30,0.0023074,0,0,0.0006533,0.03114295,0.0469264,0.0126351,0.1403066,0,0.23397175
2004/1/3 14:00,0.00231435,0,0,0.00063245,0.03639715,0.0154151,0.01443515,0.10999765,0,0.17919185
2004/1/3 14:30,0.0023213,0,0,0.00063245,0.0146645,0.0024742,0.0133718,0.18184675,0,0.215311
2004/1/3 15:00,0.0023213,0,0,0.0006394,0.01964765,0.00245335,0.011815,0.1620879,0,0.1989646
2004/1/3 15:30,0.002363,0,0,0.0006255,0.0391285,0.0024325,0.01269765,0.14088345,0,0.1981306
2004/1/3 16:00,0.05773365,0,0,0.00063245,0.0334434,0.04262435,0.0114397,0.1660633,0,0.31193685
2004/1/3 16:30,0.0268548,0,0,0.0006255,0.03033675,0.0476075,0.0086597,0.1951838,0,0.30926805
2004/1/3 17:00,0.02732045,0,0,0.0006533,0.03490985,0.04238805,0.0127602,0.2503807,0,0.36841255
2004/1/3 17:30,0.0270494,0,0,0.0727248,0.0231574,0.01942525,0.01251695,0.2112244,0,0.3660982
2004/1/3 18:00,0.0270911,0,0,0.08094665,0.0473017,0.0049484,0.00987595,0.30160915,0,0.47177295
2004/1/3 18:30,0.03073985,0,0,0.00066025,0.0268131,0.029885,0.0168468,0.23131685,0,0.33626185
2004/1/3 19:00,0.02697295,0,0,0.0006394,0.0325677,0.04519585,0.0083122,0.2449597,0,0.3586478
2004/1/3 19:30,0.0270911,0,0,0.0006533,0.0514856,0.04498735,0.00982035,0.23437485,0,0.36841255
2004/1/3 20:00,0.03107345,0,0,0.0006533,0.0734476,0.04469545,0.0134274,0.2933039,0,0.4566011
2004/1/3 20:30,0.03104565,0,0,0.0006533,0.0707649,0.0439935,0.01428225,0.29012775,0,0.45086735
2004/1/3 21:00,0.0272996,0,0,0.0006533,0.0662613,0.04803145,0.0084373,0.2385101,0,0.38919305
2004/1/3 21:30,0.0313306,0,0,0.00063245,0.06403035,0.0472878,0.0097578,0.1941135,0,0.3471525
2004/1/3 22:00,0.02732045,0,0,0.0006533,0.0630365,0.046287,0.01079335,0.1432117,0,0.2913023
2004/1/3 22:30,0.03158775,0,0,0.00067415,0.056573,0.0453557,0.0125934,0.1449492,0,0.2917332
2004/1/3 23:00,0.0314557,0,0,0.0006533,0.0145533,0.04594645,0.0121486,0.1427808,0,0.24753815
2004/1/3 23:30,0.02772355,0,0,0.0006672,0.03278315,0.0423533,0.0121486,0.1434202,0,0.259096
2004/1/4 0:00,0.0032526,0,0,0.0006672,0.0419919,0.00437155,0.0135664,0.13835365,0,0.2022033
2004/1/4 0:30,0.0023491,0,0,0.0006672,0.0141085,0.0033221,0.01000105,0.1074053,0,0.13785325
2004/1/4 1:00,0.0023491,0,0,0.0006672,0.03553535,0.00332905,0.0125378,0.1075026,0,0.1619211
2004/1/4 1:30,0.0022935,0,0,0.0006255,0.03003095,0.00325955,0.01642285,0.11176295,0,0.1643953
2004/1/4 2:00,0.00234215,0,0,0.00063245,0.01478265,0.00325955,0.00849985,0.10667555,0,0.1361922
2004/1/4 2:30,0.0023352,0,0,0.0006255,0.0154012,0.0032387,0.01002885,0.10638365,0,0.1380131
2004/1/4 3:00,0.00230045,0,0,0.00063245,0.0288842,0.00327345,0.01187755,0.11051195,0,0.15748005
2004/1/4 3:30,0.00236995,0,0,0.0006394,0.02757065,0.00330125,0.0130243,0.11206875,0,0.1589743
2004/1/4 4:00,0.00234215,0,0,0.0006533,0.0257984,0.00331515,0.0115092,0.1370679,0,0.1806861
2004/1/4 4:30,0.0023491,0,0,0.0006533,0.01108525,0.00331515,0.01198875,0.1405151,0,0.16990665
2004/1/4 5:00,0.0023352,0,0,0.0006394,0.0165827,0.0032943,0.01667305,0.16643165,0,0.2059563
2004/1/4 5:30,0.0023213,0,0,0.0006394,0.02524935,0.00330125,0.01632555,0.15867545,0,0.2065123
2004/1/4 6:00,0.00230045,0,0,0.0006255,0.02444315,0.0032665,0.0091879,0.10568865,0,0.14551215
2004/1/4 6:30,0.0022518,0,0,0.0006116,0.0236578,0.0032248,0.0121208,0.1056122,0,0.147479
2004/1/4 7:00,0.04892105,0,0,0.0006255,0.0219064,0.00323175,0.01967545,0.1537618,0,0.24812195
2004/1/4 7:30,0.14374685,0,0,0.0006394,0.0131633,0.0378775,0.04515415,0.1926957,0,0.4332769
2004/1/4 8:00,0.08759085,0,0,0.00061855,0.01999515,0.0355284,0.0457032,0.1807278,0,0.37016395
2004/1/4 8:30,0.02733435,0,0,0.0679154,0.0269382,0.0442298,0.05129795,0.10275575,0,0.32047145
2004/1/4 9:00,0.031275,0,0,0.00063245,0.0440213,0.04468155,0.0408799,0.092574,0,0.2540642
2004/1/4 9:30,0.00816625,0,0,0.0006394,0.0141641,0.028495,0.01329535,0.2804603,0,0.3452204
2004/1/4 10:00,0.0023213,0,0,0.0006533,0.0182924,0.0047121,0.03256075,0.11003935,0,0.1685792
2004/1/4 10:30,0.0023491,0,0,0.0006533,0.03000315,0.0046982,0.02096815,0.09882205,0,0.15749395
2004/1/4 11:00,0.00231435,0,0,0.0006394,0.0295931,0.00584495,0.020016,0.224207,0,0.2826148
2004/1/4 11:30,0.00232825,0,0,0.0006533,0.02629185,0.0509713,0.01533865,0.2260001,0,0.32158345
2004/1/4 12:00,0.00937555,0,0,0.08394905,0.0170553,0.0291622,0.01258645,0.08715995,0,0.2392885
2004/1/4 12:30,0.22882875,0,0,0.0006394,0.0264795,0.04828165,0.01374015,0.0744484,0,0.39241785
2004/1/4 13:00,0.11719785,0,0,0.0006533,0.06034685,0.05108945,0.01834105,0.1330647,0,0.3806932
2004/1/4 13:30,0.1251973,0,0,0.0006394,0.0121208,0.052681,0.01678425,0.083261,0,0.29068375
2004/1/4 14:00,0.08816075,0,0,0.0006672,0.02883555,0.0504153,0.0135803,0.0877924,0,0.2694515
2004/1/4 14:30,0.08631205,0,0,0.0006533,0.0521111,0.05392505,0.0159572,0.0875978,0,0.2965565
2004/1/4 15:00,0.07627625,0,0,0.0006394,0.0783126,0.05338295,0.01052925,0.10500755,0,0.324148
2004/1/4 15:30,0.0794524,0,0,0.00063245,0.07079965,0.05243775,0.01578345,0.14769445,0,0.36680015
2004/1/4 16:00,0.027383,0,0,0.0006672,0.0670953,0.0483303,0.01485215,0.18090155,0,0.3392295
2004/1/4 16:30,0.09992015,0,0,0.00064635,0.06485045,0.003753,0.0113841,0.19599,0,0.37654405
2004/1/4 17:00,0.065191,0,0,0.0006533,0.06501725,0.00378775,0.0088543,0.2314628,0,0.3749664
2004/1/4 17:30,0.03183795,0,0,0.00067415,0.06354385,0.00381555,0.01683985,0.2285855,0,0.34529685
2004/1/4 18:00,0.0279946,0,0,0.0006811,0.01330925,0.00382945,0.0088543,0.23942055,0,0.29408925
2004/1/4 18:30,0.032109,0,0,0.00068805,0.06500335,0.00382945,0.01011225,0.19788735,0,0.30962945
2004/1/4 19:00,0.03229665,0,0,0.00068805,0.0152205,0.00384335,0.01157175,0.2177157,0,0.281336
2004/1/4 19:30,0.0322758,0,0,0.00068805,0.0502902,0.0038503,0.0174028,0.4038506,0,0.50835775
2004/1/4 20:00,0.0278,0,0,0.0006672,0.0294958,0.04045595,0.0093825,0.247837,0,0.35563845
2004/1/4 20:30,0.03162945,0,0,0.0006533,0.0392397,0.04743375,0.01405985,0.24061595,0,0.373632
2004/1/4 21:00,0.03189355,0,0,0.0006672,0.0397818,0.0468569,0.0089794,0.2913301,0,0.41950895
2004/1/4 21:30,0.03225495,0,0,0.00068805,0.01397645,0.0477743,0.01610315,0.28665275,0,0.39744965
2004/1/4 22:00,0.0182229,0,0,0.0006811,0.04237415,0.0467179,0.009174,0.20457325,0,0.3217433
2004/1/4 22:30,0.0023769,0,0,0.00067415,0.03645275,0.04327765,0.0114258,0.316086,0,0.41029325
2004/1/4 23:00,0.00259235,0,0,0.0006672,0.01376795,0.0413664,0.01268375,0.1672031,0,0.23828075
2004/1/4 23:30,0.00243945,0,0,0.0006533,0.0183341,0.0037947,0.0114814,0.1081837,0,0.14488665
2004/1/5 0:00,0.00246725,0,0,0.0006811,0.0313028,0.00381555,0.01688155,0.11281935,0,0.1679676
2004/1/5 0:30,0.0024325,0,0,0.0006533,0.02891895,0.0037947,0.0088682,0.10649485,0,0.1511625
2004/1/5 1:00,0.00241165,0,0,0.0006533,0.0262293,0.00377385,0.0114536,0.104806,0,0.1493277
2004/1/5 1:30,0.0024186,0,0,0.0006394,0.0146923,0.00377385,0.01159955,0.10432645,0,0.13745015
2004/1/5 2:00,0.00241165,0,0,0.0006533,0.01323975,0.00378775,0.0130382,0.10525775,0,0.1383884
2004/1/5 2:30,0.00242555,0,0,0.00063245,0.02146855,0.003753,0.01196095,0.11294445,0,0.15318495
2004/1/5 3:00,0.0024464,0,0,0.0006394,0.02347015,0.00377385,0.0132189,0.1422387,0,0.1857874
2004/1/5 3:30,0.0024186,0,0,0.0006394,0.02192725,0.00377385,0.01189145,0.14089735,0,0.1815479
2004/1/5 4:00,0.00242555,0,0,0.0006394,0.0217118,0.0037808,0.01683985,0.111061,0,0.1564584
2004/1/5 4:30,0.0024047,0,0,0.0006394,0.02073185,0.00375995,0.009174,0.10737055,0,0.14408045
2004/1/5 5:00,0.00238385,0,0,0.00063245,0.0196963,0.003753,0.0120374,0.10667555,0,0.14517855
2004/1/5 5:30,0.00238385,0,0,0.0006255,0.0195434,0.0037391,0.0120652,0.1064462,0,0.14480325
2004/1/5 6:00,0.0631894,0,0,0.0006394,0.0178476,0.00375995,0.01360115,0.11697545,0,0.21601295
2004/1/5 6:30,0.03182405,0,0,0.0006533,0.0144421,0.0037808,0.0167217,0.1392919,0,0.20671385
2004/1/5 7:00,0.04576575,0,0,0.09014845,0.0159155,0.00640095,0.0195295,0.17498015,0,0.3527403
2004/1/5 7:30,0.0256594,0,0,0.0738229,0.0152344,0.0489836,0.0401015,0.13909035,0,0.34289215
2004/1/5 8:00,0.0338048,0,0,0.0579213,0.02536055,0.0118706,0.04562675,0.1079613,0,0.2825453
2004/1/5 8:30,0.03015605,0,0,0.0006672,0.02440145,0.00391285,0.02278905,0.2266673,0,0.3085939
2004/1/5 9:00,0.01162735,0,0,0.0006672,0.0219759,0.0039059,0.01255865,0.38783085,0,0.43856585
2004/1/5 9:30,0.00241165,0,0,0.10349245,0.03210205,0.0039337,0.01048755,0.14451135,0,0.29693875
2004/1/5 10:00,0.00241165,0,0,0.0006811,0.0227265,0.00395455,0.0141502,0.16994835,0,0.21387235
2004/1/5 10:30,0.0024186,0,0,0.0006811,0.0163464,0.00394065,0.0136776,0.1516768,0,0.18874115
2004/1/5 11:00,0.0024464,0,0,0.000695,0.01711785,0.0039754,0.0147896,0.1700248,0,0.20904905
2004/1/5 11:30,0.00241165,0,0,0.00067415,0.0788269,0.0039337,0.0131216,0.1853009,0,0.2842689
2004/1/5 12:00,0.0023908,0,0,0.0006811,0.07085525,0.00392675,0.0142197,0.1546931,0,0.2467667
2004/1/5 12:30,0.002363,0,0,0.0006533,0.0657331,0.003892,0.0127741,0.1410989,0,0.2265144
2004/1/5 13:00,0.0023769,0,0,0.0006672,0.0133301,0.00391285,0.01346215,0.1379714,0,0.1717206
2004/1/5 13:30,0.03264415,0,0,0.0006533,0.0655663,0.0039059,0.0162074,0.25115215,0,0.3701292
2004/1/5 14:00,0.0373215,0,0,0.00067415,0.01576955,0.00391285,0.01050145,0.16982325,0,0.23800275
2004/1/5 14:30,0.02821005,0,0,0.0006811,0.04810095,0.00395455,0.0218091,0.11443175,0,0.2171875
2004/1/5 15:00,0.0314418,0,0,0.00064635,0.02971125,0.0038503,0.0103555,0.23520885,0,0.31121405
2004/1/5 15:30,0.0280085,0,0,0.0006533,0.01204435,0.00388505,0.0157765,0.1211663,0,0.181534
2004/1/5 16:00,0.0220732,0,0,0.0006533,0.0395594,0.0039059,0.0104528,0.1297009,0,0.2063455
2004/1/5 16:30,0.04519585,0,0,0.00067415,0.03828755,0.00280085,0.0119679,0.2083332,0,0.3072595
2004/1/5 17:00,0.02473505,0,0,0.00067415,0.01204435,0.0025715,0.01549155,0.27318365,0,0.32870025
2004/1/5 17:30,0.0322619,0,0,0.04494565,0.02345625,0.00259235,0.01077945,0.28259395,0,0.39662955
2004/1/5 18:00,0.03181015,0,0,0.12961055,0.02705635,0.04005285,0.01735415,0.30753055,0,0.5534146
2004/1/5 18:30,0.03036455,0,0,0.0006811,0.0315808,0.0460924,0.0093825,0.29625765,0,0.414359
2004/1/5 19:00,0.0289259,0,0,0.00067415,0.0266602,0.0025576,0.01201655,0.2805576,0,0.351392
2004/1/5 19:30,0.03174065,0,0,0.0006672,0.0131494,0.00255065,0.0146367,0.30619615,0,0.36894075
2004/1/5 20:00,0.03187965,0,0,0.0006811,0.0335685,0.03349205,0.0398374,0.3159887,0,0.4554474
2004/1/5 20:30,0.02776525,0,0,0.00067415,0.0495396,0.0468291,0.01364285,0.30719695,0,0.4456479
2004/1/5 21:00,0.0320812,0,0,0.000695,0.03657785,0.04482055,0.0163186,0.3783302,0,0.5088234
