Time,HPããìíã@è¡îÔìdóÕ[kWÅE30ï™],îMé˘óv[kWÅE30ï™],îMêªë¢ó [MJÅE30ï™],íôìíó [MJ],ê¨ê—åWêî,â^ì]ïœêî,â^ì]äJénïœêî,â^ì]èIóπïœêî,ìdãCóøã‡[JPYÅE30min/kW]
2003/4/1 0:00,1.0746272072424066e-10,0.0,1.1477681027827202e-09,54.39000000114776,4.489879999999999,3.219520226907743e-10,3.219520226907743e-10,0.0,6.08
2003/4/1 0:30,2.651166317665516e-10,0.0,3.466308391853765e-09,54.39000000461407,4.419689999999999,5.374300320537102e-10,3.955362672709597e-10,1.8005825790802384e-10,6.08
2003/4/1 1:00,1.7507918776286275e-10,0.0,2.111853802944097e-09,54.39000000672593,4.36253,4.332385538380556e-10,3.3909320482263223e-10,4.4328971742403097e-10,6.08
2003/4/1 1:30,1.609337106024521e-10,2.230555597,1.8841532778424153e-09,52.15944441161008,4.318589999999999,4.11297361792688e-10,3.300886266693903e-10,3.5203485310050203e-10,6.08
2003/4/1 2:00,1.6748567481588637e-10,0.0,1.9642456550172938e-09,52.15944441357433,4.329289999999999,4.3332191771910507e-10,3.4462793972489193e-10,3.226084181843778e-10,6.08
2003/4/1 2:30,2.6375464052708893e-10,0.0,3.3987455902737998e-09,52.15944441697307,4.339989999999999,5.281031042600344e-10,3.7955777011985606e-10,2.84781617964618e-10,6.08
2003/4/1 3:00,1.6153691906153826e-10,0.0,1.8632420051289955e-09,52.159444418836316,4.269799999999999,4.177446360309209e-10,3.3105598833775535e-10,4.4141949095277177e-10,6.08
2003/4/1 3:30,2.4170197685960765e-10,0.0,2.9933634632554204e-09,52.159444421829676,4.199609999999999,4.789722712483698e-10,3.498105122541057e-10,2.88587911422295e-10,6.08
2003/4/1 4:00,1.5515694481818461e-10,0.0,1.6659669199725613e-09,52.15944442349564,4.138169999999999,4.2463372916590155e-10,3.4767453375490617e-10,4.020181102231186e-10,6.08
2003/4/1 4:30,4.102095035319784e-10,0.0,5.067500704786908e-09,52.15944442856314,4.063509999999999,7.175166354028885e-10,4.918845927412469e-10,1.9900672088997767e-10,6.08
2003/4/1 5:00,2.604522063600276e-10,0.0,3.0527189665008336e-09,52.15944443161586,4.066409999999999,5.495245629012595e-10,4.046183721289964e-10,5.726154790163166e-10,6.08
2003/4/1 5:30,3.77409356586074e-10,0.0,4.6501402824246176e-09,52.159444436266,4.06931,6.765919951768379e-10,4.628836031285078e-10,3.358212052385147e-10,6.08
2003/4/1 6:00,2.2688616643912196e-10,0.0,2.6176181222581363e-09,52.15944443888362,4.01662,4.721336795454816e-10,3.5454757384851975e-10,5.590109238657261e-10,6.08
2003/4/1 6:30,5.993021290171336e-11,6.910348397,6.807283625676064e-10,45.24909604256435,4.06969,1.1514267931576201e-10,1.0825431373786528e-10,4.652503483534481e-10,6.08
2003/4/1 7:00,1.3556548600795936e-10,3.57180459,4.4644110630542855e-10,41.67729145301079,4.2798799999999995,9.182984330021353e-10,9.002220034908604e-10,9.707128419036367e-11,14.495
2003/4/1 7:30,3.359184039315891e-09,0.88930648,4.001788767027392e-08,40.787985013028674,4.4702399999999995,8.440587981796471e-09,7.577266776100768e-09,5.4982261691858446e-11,14.495
2003/4/1 8:00,0.009204364685156173,2.230555471,0.1265623939901701,38.68399193601884,4.68685,0.015624987050174292,0.015624978787932783,1.783515682435598e-10,14.495
2003/4/1 8:30,0.016286587804686274,2.230555471,0.253125000153652,36.70656146517249,4.87041,0.031250000201808834,0.01562501331525189,1.6362279309577444e-10,14.495
2003/4/1 9:00,0.03234778301814617,0.0,0.5062500026300469,37.21281146780254,4.90522,0.06250000047214346,0.03125000045687734,1.8654635510458162e-10,14.495
2003/4/1 9:30,0.06425113826650902,0.0,1.0125000054184579,38.225311473221,4.940029999999999,0.12500000076662843,0.06250000059187139,2.973906291659927e-10,14.495
2003/4/1 10:00,0.12615612727970024,0.0,2.0250000116564806,40.25031148487748,5.034329999999999,0.2500000015278498,0.12500000091135524,1.5015237179069295e-10,14.495
2003/4/1 10:30,0.2477925093296183,0.0,4.05000000654093,44.300311491418405,5.128629999999999,0.5000000008688498,0.25000000055179317,1.2108219676240313e-09,14.495
2003/4/1 11:00,0.49294600896816293,0.0,8.099999927779962,52.40031141919837,5.156829999999999,0.99999999121256,0.49999999572780557,5.384091050123151e-09,14.495
2003/4/1 11:30,0.490335705395128,0.0,8.099999848663868,60.50031126786224,5.185029999999999,0.9999999813635548,0.4999999907531368,0.5000000006021479,14.495
2003/4/1 12:00,0.424464619050492,0.0,6.850236460538824,67.35054772840107,5.062339999999999,0.8457082050587914,0.4228541026020392,0.5771458789068078,14.495
2003/4/1 12:30,8.252027654599938e-09,0.0,1.2979015580433738e-07,67.35054785819122,4.9396499999999985,1.6104259079740565e-08,8.167033563471235e-09,0.8457081971215701,14.495
2003/4/1 13:00,6.031258959914543e-09,0.0,9.46865981177325e-08,67.35054795287782,4.9307099999999995,1.1754276021448763e-08,5.962480030170339e-09,1.0312468122851591e-08,14.495
2003/4/1 13:30,5.3497083762683806e-09,0.0,8.377764772982631e-08,67.35054803665547,4.921769999999999,1.0405236475143848e-08,5.317126737298401e-09,6.6661713179859885e-09,14.495
2003/4/1 14:00,2.692600166714454e-09,0.0,4.1400610939490434e-08,67.35054807805608,4.842829999999999,5.1980073441812934e-09,2.6941895625992652e-09,7.901423727947882e-09,14.495
2003/4/1 14:30,1.991583862642146e-09,0.0,3.0098699893576114e-08,67.35054810815478,4.770499999999999,3.788324569167036e-09,2.0114715903395516e-09,3.4211593997402943e-09,14.495
2003/4/1 15:00,9.34571621733829e-10,0.0,1.3603383308691264e-08,67.35054812175817,4.6411999999999995,1.7902912917695662e-09,1.0017731683995153e-09,2.9998114801826235e-09,14.495
2003/4/1 15:30,8.354663037068903e-10,0.0,1.1768672615281668e-08,67.35054813352684,4.518509999999999,1.5676311952450278e-09,9.197855055092086e-10,1.1424506364193852e-09,14.495
2003/4/1 16:00,4.1401732806375013e-10,0.0,5.479847686729045e-09,67.35054813900669,4.360819999999999,8.124908577842818e-10,5.271433080331444e-10,1.2822886798798992e-09,14.495
2003/4/1 16:30,4.759583212373274e-10,0.0,6.144856617564006e-09,67.35054814515155,4.209739999999999,8.596299131667916e-10,5.549145059046947e-10,5.077804849078761e-10,14.495
