Time,HPããìíã@è¡îÔìdóÕ[kWÅE30ï™],îMé˘óv[kWÅE30ï™],îMêªë¢ó [MJÅE30ï™],íôìíó [MJ],ê¨ê—åWêî,â^ì]ïœêî,â^ì]äJénïœêî,â^ì]èIóπïœêî,ìdãCóøã‡[JPYÅE30min/kW]
2003/4/1 0:00,1.0607046764644277e-10,0.0,1.1292300428067392e-09,54.39000000112922,4.489879999999999,3.197851136975566e-10,3.197851136975566e-10,0.0,6.08
2003/4/1 0:30,2.635108486562399e-10,0.0,3.4427176134810744e-09,54.39000000457194,4.419689999999999,5.356756936292566e-10,3.9455121761203887e-10,1.786606376803389e-10,6.08
2003/4/1 1:00,1.7446556331958968e-10,0.0,2.1028370156273013e-09,54.390000006674775,4.36253,4.321798323351002e-10,3.388437631719211e-10,4.4234465885187457e-10,6.08
2003/4/1 1:30,1.600080675407714e-10,2.230555597,1.8706316495809006e-09,52.15944441154541,4.318589999999999,4.098462841642664e-10,3.2973307311836015e-10,3.520716556750969e-10,6.08
2003/4/1 2:00,1.658777123417778e-10,0.0,1.9414230223446793e-09,52.15944441348683,4.329289999999999,4.310115544512229e-10,3.4353530272711396e-10,3.2237506682590165e-10,6.08
2003/4/1 2:30,2.60336843695037e-10,0.0,3.349229743147105e-09,52.15944441683606,4.339989999999999,5.235815350004892e-10,3.777273351339002e-10,2.8516238897037807e-10,6.08
2003/4/1 3:00,1.6019372035533616e-10,0.0,1.843822872160672e-09,52.15944441867988,4.269799999999999,4.161750188637891e-10,3.3049185308111785e-10,4.3790340360345616e-10,6.08
2003/4/1 3:30,2.3947469493174584e-10,0.0,2.964955601795147e-09,52.159444421644835,4.199609999999999,4.745808777847905e-10,3.4709296778640025e-10,2.8869214325130183e-10,6.08
2003/4/1 4:00,1.5373457020302808e-10,0.0,1.647343594868289e-09,52.15944442329218,4.138169999999999,4.223907550752792e-10,3.46358492435571e-10,3.985536495307735e-10,6.08
2003/4/1 4:30,4.047583281444623e-10,0.0,4.996927800295709e-09,52.159444428289106,4.063509999999999,7.08706215414642e-10,4.87258136893262e-10,2.0094771093959047e-10,6.08
2003/4/1 5:00,2.577201848787648e-10,0.0,3.0157920605233812e-09,52.1594444313049,4.066409999999999,5.46027118500944e-10,4.031357965034288e-10,5.658199278028709e-10,6.08
2003/4/1 5:30,3.789687840954545e-10,0.0,4.6654520628445185e-09,52.15944443597035,4.06931,6.812945118332761e-10,4.66980833449881e-10,3.317184745033989e-10,6.08
2003/4/1 6:00,2.975903826387519e-10,0.0,3.413738625113183e-09,52.15944443938409,4.01662,6.361029138440798e-10,4.751821457797777e-10,5.203787781547711e-10,6.08
2003/4/1 6:30,8.157947541946062e-10,6.910348397,8.92897134008308e-09,45.24909605131306,4.06969,2.096790594443859e-09,1.619620436050161e-09,1.589377898366022e-10,6.08
2003/4/1 7:00,3.2744951665517694e-09,3.57180459,3.882783516928612e-08,41.677291500140896,4.2798799999999995,8.009630545239513e-09,6.1850961236932565e-09,2.7226120728384933e-10,14.495
2003/4/1 7:30,9.24521666010266e-09,0.88930648,1.308042882897098e-07,40.78798515094518,4.4702399999999995,1.6835271586359546e-08,8.923250310682672e-09,9.761430394855633e-11,14.495
2003/4/1 8:00,0.009204348380679588,2.230555471,0.12656217842269513,38.683991858367875,4.68685,0.015624961947027503,0.01562494543844159,3.2669060021110727e-10,14.495
2003/4/1 8:30,0.01628659002247627,2.230555471,0.25312499843028746,36.70656138579816,4.87041,0.0312500001131281,0.015625038394971497,2.2887586466797945e-10,14.495
2003/4/1 9:00,0.032347783050835494,0.0,0.5062500029233377,37.2128113887215,4.90522,0.06250000051621103,0.03125000062591859,2.2284083086908703e-10,14.495
2003/4/1 9:30,0.0642511382846073,0.0,1.0125000056523896,38.22531139437389,4.940029999999999,0.12500000080574944,0.06250000064056607,3.5103252444755435e-10,14.495
2003/4/1 10:00,0.12615612735096868,0.0,2.0250000128138623,40.25031140718775,5.034329999999999,0.2500000016618264,0.12500000097474567,1.1867081177362253e-10,14.495
2003/4/1 10:30,0.2477925093704351,0.0,4.050000007195478,44.30031141438323,5.128629999999999,0.5000000009544395,0.2500000006002575,1.3076544025567655e-09,14.495
2003/4/1 11:00,0.49294600837401975,0.0,8.099999918007036,52.40031133239027,5.156829999999999,0.9999999900120464,0.4999999951306655,6.073062092397468e-09,14.495
2003/4/1 11:30,0.49033570542043375,0.0,8.099999849085066,60.50031118147533,5.185029999999999,0.9999999814141899,0.49999999077713386,0.4999999993750025,14.495
2003/4/1 12:00,0.4244646243237273,0.0,6.850236545663023,67.35054772713835,5.062339999999999,0.8457082155559136,0.42285410784310307,0.5771458737013838,14.495
2003/4/1 12:30,8.298530342235251e-09,0.0,1.3053390931941182e-07,67.35054785767227,4.9396499999999985,1.618878479076955e-08,8.2063245540839e-09,0.8457082075734608,14.495
2003/4/1 13:00,6.0757182746598005e-09,0.0,9.538374001749617e-08,67.35054795305601,4.9307099999999995,1.1841169763279373e-08,6.006914781619889e-09,1.0354534843496128e-08,14.495
2003/4/1 13:30,5.350692787999528e-09,0.0,8.379538961818841e-08,67.3505480368514,4.921769999999999,1.0405865045527525e-08,5.316852355027414e-09,6.752162107164476e-09,14.495
2003/4/1 14:00,2.704140700379097e-09,0.0,4.157922717240581e-08,67.35054807843062,4.842829999999999,5.220358973715107e-09,2.7050029749240472e-09,7.890514081123374e-09,14.495
2003/4/1 14:30,1.982064186173413e-09,0.0,2.995644980546017e-08,67.35054810838707,4.770499999999999,3.7692488448244265e-09,2.000990049073207e-09,3.452105212350161e-09,14.495
2003/4/1 15:00,9.348547830784262e-10,0.0,1.3607873938781267e-08,67.35054812199495,4.6411999999999995,1.7912822255463018e-09,1.0017887741802753e-09,2.9797604278440382e-09,14.495
2003/4/1 15:30,8.302463449176466e-10,0.0,1.1689382811344963e-08,67.35054813368433,4.518509999999999,1.5604762545296965e-09,9.17249495007918e-10,1.148060500410691e-09,14.495
2003/4/1 16:00,4.137174251485288e-10,0.0,5.475030206980591e-09,67.35054813915936,4.360819999999999,8.122969748297671e-10,5.272352136796194e-10,1.27541952776524e-09,14.495
2003/4/1 16:30,4.727549912383488e-10,0.0,6.1019827253791354e-09,67.35054814526134,4.209739999999999,8.543059836926178e-10,5.520602586405541e-10,5.100562841633416e-10,14.495
2003/4/1 17:00,2.515200429515328e-10,0.0,2.9345983421080746e-09,67.35054814819594,4.05866,5.26937603475001e-10,3.95256764280396e-10,7.226301788841276e-10,14.495
2003/4/1 17:30,1.9264658272376017e-10,0.0,2.171307362904439e-09,67.35054815036725,3.900969999999999,3.8230849349745094e-10,2.8662165363857943e-10,4.312557980019795e-10,14.495
2003/4/1 18:00,1.1073765624183672e-10,0.0,9.917471288645174e-10,67.35054815135899,3.802389999999999,3.2532245495651154e-10,2.8778090244531824e-10,3.447719753720018e-10,14.495
2003/4/1 18:30,2.125343275346557e-10,0.0,2.581487150062112e-09,67.35054815394048,4.16651,4.338841818367634e-10,3.2210102430718895e-10,2.1354433181265477e-10,14.495
2003/4/1 19:00,1.248288413203179e-10,0.0,1.3091607797832694e-09,67.35054815524964,4.11382,3.417604290609332e-10,2.924230673126622e-10,3.8455185447428947e-10,14.495
2003/4/1 19:30,1.1892066963584048e-10,4.257007883,1.213180667036795e-09,63.09354027346282,4.074349999999999,3.3089771844723304e-10,2.888962001096049e-10,2.9976394510910213e-10,14.495
2003/4/1 20:00,1.176243545045021e-10,2.901180093,1.2048175790368987e-09,60.19236018166764,4.096509999999999,3.261771219113404e-10,2.8846078399313894e-10,2.931864149147228e-10,14.495
2003/4/1 20:30,1.0900898205841777e-10,1.341249119,1.0722018828346336e-09,58.85111106373984,4.045959999999999,3.137072699626166e-10,2.8158202855201943e-10,2.940569148865403e-10,14.495
2003/4/1 21:00,1.0604040701719235e-10,3.57180459,1.023686024836934e-09,55.27930647476353,4.01291,3.0970988723724435e-10,2.7781441745617574e-10,2.8181683456745095e-10,14.495
2003/4/1 21:30,1.0794045433365418e-10,0.0,1.0413003792564268e-09,55.27930647580483,3.9864699999999997,3.116881583959184e-10,2.775518138490386e-10,2.7557857707608226e-10,14.495
2003/4/1 22:00,1.0095366276415605e-10,0.88930648,9.34981869704643e-10,54.38999999673981,3.9337799999999996,3.039951408139954e-10,2.708139186975722e-10,2.785119706653452e-10,14.495
2003/4/1 22:30,1.0342583271960485e-10,0.0,9.232579145646014e-10,54.38999999766307,3.8810899999999995,3.2182111084747654e-10,2.8601603611098507e-10,2.6819510046319514e-10,14.495
2003/4/1 23:00,1.4336366443440375e-10,0.0,1.5397640603088948e-09,54.389999999202836,3.8371499999999994,3.068158634318968e-10,2.3797947918888716e-10,2.5298976099026396e-10,14.495
2003/4/1 23:30,8.478328820792298e-11,0.0,7.971578952492564e-10,54.38999999999999,3.8064299999999998,2.280414438587477e-10,2.000102083156021e-10,2.7878966227452186e-10,14.495
