コマ,電力コスト[JPY],アグリゲータの買電電力[kW・30分],アグリゲータの売電電力[kW・30分],買電電力[kW・30分],売電電力[kW・30分],一軒に供給される電力量[kW・30分],一軒から放出される電力量[kW・30分],電気料金[JPY・30min/kW],蓄電量[kWh],充電量[kW・30分],放電量[kW・30分],HP給湯機消費電力[kW・30分],充電中変数,放電中変数,売買変数,電力需要量[kW・30min],太陽光発電出力[kW・30min]
2003/4/1 0:00,-4.0258029140545174e-10,0.0,-2.0129014570272587e-10,6.80294898652888e-15,-6.558467756012558e-11,6.80294898652888e-15,-6.558467756012558e-11,6.08,3.0577442367476806,-7.989933952111543e-11,0.1752859502515412,1.0607046764644277e-10,5.3255067022917046e-11,0.9999999999467449,-6.661338147750939e-15,0.17528595,0.0
2003/4/1 0:30,-2.846298525053721e-10,0.0,-1.4231492625268606e-10,6.657185507580283e-15,-4.651934262594805e-11,6.657185507580283e-15,-4.651934262594805e-11,6.08,3.0232429734226014,-7.837065534802935e-11,0.06555240038839355,2.635108486562399e-10,5.2235993308613615e-11,0.999999999947764,-6.661338147750939e-15,0.0655524,0.0
2003/4/1 1:00,-3.236107318268429e-10,0.0,-1.6180536591342144e-10,6.647875911804826e-15,-5.349526993473224e-11,6.647875911804826e-15,-5.349526993473224e-11,6.08,3.001968657509118,-7.771191361862377e-11,0.04042120030575248,1.7446556331958968e-10,5.179656703546698e-11,0.9999999999482034,-6.661338147750939e-15,0.0404212,0.0
2003/4/1 1:30,-3.300998868804265e-10,0.0,-1.6504994344021326e-10,6.64837971242538e-15,-5.453578720109105e-11,6.64837971242538e-15,-5.453578720109105e-11,6.08,2.9677600258131624,-7.999880761148207e-11,0.0649964002945103,1.600080675407714e-10,5.332134733748717e-11,0.9999999999466787,-6.661338147750939e-15,0.0649964,0.0
2003/4/1 2:00,-3.318733134092134e-10,0.0,-1.659366567046067e-10,6.646816619627188e-15,-5.477752999175885e-11,6.646816619627188e-15,-5.477752999175885e-11,6.08,2.9315102888507907,-8.043885867060957e-11,0.06887450030110288,1.658777123417778e-10,5.3614224171383285e-11,0.9999999999463858,-6.661338147750939e-15,0.0688745,0.0
2003/4/1 2:30,-4.168478728977308e-10,0.0,-2.084239364488654e-10,6.705088431274578e-15,-6.747045731082586e-11,6.705088431274578e-15,-6.747045731082586e-11,6.08,2.9077924992013164,-6.360261130275023e-11,0.045063800391402585,2.60336843695037e-10,4.2389980414725414e-11,0.99999999995761,-7.105427357601002e-15,0.0450638,0.0
2003/4/1 3:00,-3.3178646114193907e-10,0.0,-1.6589323057096953e-10,6.650677492639066e-15,-5.4604670119815165e-11,6.650677492639066e-15,-5.4604670119815165e-11,6.08,2.882282341189434,-7.9297323603262e-11,0.04846930029414678,1.6019372035533616e-10,5.285394344411998e-11,0.9999999999471461,-6.661338147750939e-15,0.0484693,0.0
2003/4/1 3:30,-4.4148144368903467e-10,0.0,-2.2074072184451734e-10,6.720839625326962e-15,-7.143348282719975e-11,6.720839625326962e-15,-7.143348282719975e-11,6.08,2.84674223575933,-6.454831040310731e-11,0.06752620037544917,2.3947469493174584e-10,4.3021586293434666e-11,0.9999999999569784,-6.439293542825908e-15,0.0675262,0.0
2003/4/1 4:00,-3.412728727638331e-10,0.0,-1.7063643638191655e-10,6.653712387694378e-15,-5.6196704186287104e-11,6.653712387694378e-15,-5.6196704186287104e-11,6.08,2.806860209328899,-8.090208695138739e-11,0.0757758502908374,1.5373457020302808e-10,5.392386537295124e-11,0.9999999999460761,-6.661338147750939e-15,0.07577585,0.0
2003/4/1 4:30,-0.0824306194661886,0.0,-0.0412153097330943,4.774453568152395e-14,-0.013880549076963657,4.774453568152395e-14,-0.013880549076963657,6.08,2.811363043465004,-0.009479650869156094,5.082968388257625e-11,4.047583281444623e-10,0.006319767246092511,0.9936802327539075,-3.9968028886505635e-15,0.06871465,0.0920748503
2003/4/1 5:00,-0.3953660729045273,0.0,-0.19768303645226365,6.6876760991131245e-15,-0.06488099373301277,6.6876760991131245e-15,-0.06488099373301277,6.08,2.8455151424227125,-0.07189915579157163,8.22295711395302e-11,2.577201848787648e-10,0.04793277052770273,0.9520672294722973,-6.661338147750939e-15,0.077145,0.21392514969999998
2003/4/1 5:30,-1.6161737766620095,0.0,-0.8080868883310047,6.573250000826675e-14,-0.2687372013250378,6.573250000826675e-14,-0.2687372013250378,6.08,2.8933104043638607,-0.10062160418346486,8.740541137428887e-11,3.789687840954545e-10,0.06708106945563197,0.932918930544368,-2.886579864025407e-15,0.0986761,0.4680349058
2003/4/1 6:00,-2.4550513881189944,0.0,-1.2275256940594972,6.6911117291703405e-15,-0.4083993008842479,6.6911117291703405e-15,-0.4083993008842479,6.08,2.966547231044025,-0.1541827930844043,6.635513074268472e-11,2.975903826387519e-10,0.1027885287229251,0.8972114712770749,-6.661338147750939e-15,0.166383,0.7289650942
2003/4/1 6:30,-0.9517050124139517,0.0,-0.47585250620697583,6.698724185946066e-15,-0.1571866529782914,6.698724185946066e-15,-0.1571866529782914,6.08,3.007840214903476,-0.08693259767079307,6.493655301499364e-11,8.157947541946062e-10,0.05795506511385107,0.9420449348861489,-6.661338147750939e-15,0.69659155,0.9407108014000001
2003/4/1 7:00,-5.512935758797061,0.0,-2.7564678793985307,3.5187899222544225e-13,-0.9200579981679108,3.5187899222544225e-13,-0.9200579981679108,14.495,3.08069217498947,-0.15337254763630476,7.837410951347461e-11,3.2744951665517694e-09,0.102248365090859,0.897751634909141,1.6542323066914832e-14,0.10985865,1.183289199
2003/4/1 7:30,-6.986768268674109,0.0,-3.4933841343370546,3.5818739989907733e-13,-1.1662095596904196,3.5818739989907733e-13,-1.1662095596904196,14.495,3.155560281841189,-0.1576170671426297,7.796030100433757e-11,9.24521666010266e-09,0.10507804476174198,0.894921955238258,1.6986412276764895e-14,0.0902666,1.414093236
2003/4/1 8:00,-8.027637838011714,0.0,-4.013818919005857,6.736787808112452e-15,-1.3362394830232545,6.736787808112452e-15,-1.3362394830232545,14.495,3.235754737320427,-0.16883043267190845,7.582276854114e-11,0.009204348380679588,0.11255362178126105,0.887446378218739,-6.661338147750939e-15,0.1136325,1.627906764
2003/4/1 8:30,-8.75022272330335,0.0,-4.375111361651675,6.732057399105421e-15,-1.457275525359396,6.732057399105421e-15,-1.457275525359396,14.495,3.3155105792351316,-0.16790703569405271,7.592059926868431e-11,0.01628659002247627,0.11193802379602358,0.8880619762039764,-6.661338147750939e-15,0.15433865,1.795807801
2003/4/1 9:00,-10.049064834322671,0.0,-5.0245324171613355,3.5064539037174217e-13,-1.6771131188565236,3.5064539037174217e-13,-1.6771131188565236,14.495,3.392336697850297,-0.16173919717044363,7.751321035164865e-11,0.032347783050835494,0.10782613144695141,0.8921738685530486,1.6209256159527285e-14,0.0769921,1.9481921990000002
2003/4/1 9:30,-10.637437259436757,0.0,-5.318718629718378,6.717775225385435e-15,-1.7716608891886978,6.717775225385435e-15,-1.7716608891886978,14.495,3.4711428579715484,-0.16590770560340823,7.670626998340093e-11,0.0642511382846073,0.1106051370689275,0.8893948629310725,-6.661338147750939e-15,0.0654829,2.0673026329999997
2003/4/1 10:00,-10.6253811292385,0.0,-5.31269056461925,3.557627365112345e-13,-1.773169161652411,3.557627365112345e-13,-1.773169161652411,14.495,3.5479722450161244,-0.1617460780742593,7.732465552539416e-11,0.12615612735096868,0.10783071871616179,0.8921692812838382,1.6431300764452317e-14,0.088126,2.149197367
2003/4/1 10:30,-10.183559895000556,0.0,-5.091779947500278,6.7176572412736326e-15,-1.6960695745446739,6.7176572412736326e-15,-1.6960695745446739,14.495,3.625983851527522,-0.16423496116171557,7.681805251786535e-11,0.2477925093704351,0.10948997410779893,0.8905100258922011,-6.661338147750939e-15,0.07861145,2.186708495
2003/4/1 11:00,-8.81430241005838,0.0,-4.40715120502919,6.7271936700192566e-15,-1.4687030904256995,6.7271936700192566e-15,-1.4687030904256995,14.495,3.7047732444689023,-0.1658724062745885,7.420370993882482e-11,0.49294600837401975,0.11058160418304785,0.8894183958169521,-6.661338147750939e-15,0.05977,2.187291505
2003/4/1 11:30,-8.565627930348,0.0,-4.282813965174,3.5061914157566416e-13,-1.4287120893251577,3.5061914157566416e-13,-1.4287120893251577,14.495,3.776586259235886,-0.1511852943332539,7.851452801096531e-11,0.49033570542043375,0.10079019622215757,0.8992098037778424,1.6209256159527285e-14,0.07346845,2.1437015390000003
2003/4/1 12:00,-8.304085475888403,0.0,-4.1520427379442015,3.5571129444134815e-13,-1.3859581591651893,3.5571129444134815e-13,-1.3859581591651893,14.495,3.8508425235497725,-0.15632897758895084,7.759028914722082e-11,0.4244646243237273,0.1042193183926231,0.8957806816073769,1.6431300764452317e-14,0.1105467,2.077298461
