DATE,ígó‚ñ[ä∑ãC[kW],ããìí[kW],è∆ñæ[kW],ê~ñ[[kW],ó‚ë†å…[kW],å‚äyèÓïÒ[kW],â∆éñâqê∂[kW],ÇªÇÃëº[kW],î≠ê∂ÉGÉlÉãÉMÅ[[kW],çáåv[kW]
2003/4/1 8:00,0.25109655,0,0,0.00434375,0.0409216,0.1229872,0.01925845,0.17656475,0,0.6151723
2003/4/1 8:30,0.00514995,0,0,0.0042673,0.0417,0.0577128,0.01914725,0.09322035,0,0.22119765
2003/4/1 9:00,0.00513605,0,0,0.00423255,0.04173475,0.08928665,0.0206415,0.0906836,0,0.2517151
2003/4/1 9:30,0.0051152,0,0,0.0042117,0.04144285,0.0938806,0.02035655,0.0851653,0,0.2501722
2003/4/1 10:00,0.0051152,0,0,0.00417695,0.0412552,0.08354595,0.01622825,0.07713805,0,0.2274596
2003/4/1 10:30,0.00509435,0,0,0.00419085,0.04127605,0.0642736,0.0188345,0.0580464,0,0.19171575
2003/4/1 11:00,0.0051013,0,0,0.00416305,0.04123435,0.06414155,0.018626,0.0572958,0,0.19056205
2003/4/1 11:30,0.00509435,0,0,0.00417695,0.04110925,0.06408595,0.01874415,0.0579352,0,0.19114585
2003/4/1 12:00,0.00513605,0,0,0.00421865,0.077562,0.06465585,0.01550545,0.0597978,0,0.2268758
2003/4/1 12:30,0.0050874,0,0,0.00417,0.0882233,0.082705,0.01825765,0.05708035,0,0.2555237
2003/4/1 13:00,0.0051152,0,0,0.0041978,0.08339305,0.091323,0.02052335,0.0603121,0,0.2648645
2003/4/1 13:30,0.00534455,0,0,0.00417695,0.0516941,0.13220985,0.0154012,0.06054145,0,0.2693681
2003/4/1 14:00,0.0052542,0,0,0.0041839,0.04633565,0.0883206,0.0153039,0.06262645,0,0.2220247
