Time,PV,P_buy,P_dch,Demand,P_sell,P_ch,P_hp,Battery_SOC,HP_Tank,HP_Status,P_H,P_DN,V_DN
23,2.187291505,0.0,0.0,0.05977,1.2543357039728253,0.42387127022813775,0.44931453079903716,5.878735069933011,53.33687479752248,1,-1.2543357039728253,-1.2543357039728253,100.00208697208399
24,2.1437015390000003,0.0,0.0,0.07346845,1.198979946719612,0.4243116042314929,0.4469415380488953,6.08028308194297,61.436874412429276,1,-1.198979946719612,-1.198979946719612,99.99298581497406
25,2.077298461,0.0,0.0,0.1105467,1.1666981605872448,0.46256193133821266,0.33749166907454226,6.299999999328621,67.35054817411142,1,-1.1666981605872448,-1.1666981605872448,99.9863046513328
26,1.996236854,0.0,0.678227864199324,0.12049215,2.553972568199324,0.0,0.0,5.943037965539504,67.35054817411142,0,-2.553972568199324,-2.553972568199324,100.17367000758664
27,1.860263146,0.0,0.7381099475963706,0.1580569,2.4403161935963706,0.0,0.0,5.55455904575194,67.35054817411142,0,-2.4403161935963706,-2.4403161935963706,100.19848171534038
28,1.686531921,0.0,0.7381099470984567,0.1665776,2.258064268098457,0.0,0.0,5.166080126226436,67.35054817411142,0,-2.258064268098457,-2.258064268098457,100.16856070582561
29,1.494968079,0.0,0.0,0.1304515,1.3645165755811997,3.418800353927054e-09,0.0,5.166080127850367,67.35054817411142,0,-1.3645165755811997,-1.3645165755811997,100.09736027408874
30,1.305648859,0.0,0.6599970346193329,0.14734695,1.8182989436193329,0.0,0.0,4.818713267524402,67.35054817411142,0,-1.8182989436193329,-1.8182989436193329,100.10546496417479
31,1.0703511410000002,0.0,0.6599969683974594,0.0855128,1.6448353093974595,0.0,0.0,4.471346442052055,67.35054817411142,0,-1.6448353093974595,-1.6448353093974595,100.07698675814072
32,0.8373392128,0.0,0.6298939241707512,0.0582132,1.4090199369707512,0.0,0.0,4.139823324067449,67.35054817411142,0,-1.4090199369707512,-1.4090199369707512,99.99422745616364
33,0.5846607871999999,8.957860802796371e-11,0.0,0.24111635,0.0,0.34354443728957856,0.0,4.303006931779999,67.35054817411142,0,8.957860802796371e-11,8.957860802796371e-11,99.80002946223391
34,0.35288815970000004,8.957860802843451e-11,0.0,0.1182751,0.0,0.23461305978957864,0.0,4.4144481351800495,67.35054817411142,0,8.957860802843451e-11,8.957860802843451e-11,99.80002946223391
35,0.17361184030000001,8.957860802915501e-11,0.0,0.1521216,0.0,0.021490240389578627,0.0,4.4246559993651,67.35054817411142,0,8.957860802915501e-11,8.957860802915501e-11,99.80002946223391
36,0.019920731709999997,9.256298229421407e-11,0.150889418197437,0.17081015,0.0,0.0,0.0,4.34524051610329,67.35054817411142,0,9.256298229421407e-11,9.256298229421407e-11,99.80002946223347
37,0.007079268293,9.256298229723778e-11,0.161826581614437,0.16890585,0.0,0.0,0.0,4.26006863104306,67.35054817411142,0,9.256298229723778e-11,9.256298229723778e-11,99.80002946223347
38,0.0,9.256298230535281e-11,0.200910599907437,0.2009106,0.0,0.0,0.0,4.154326210039145,67.35054817411142,0,9.256298230535281e-11,9.256298230535281e-11,99.80002946223347
39,0.0,9.256298230120861e-11,0.178851299907437,0.1788513,0.0,0.0,0.0,4.060193946929968,67.35054817411142,0,9.256298230120861e-11,9.256298230120861e-11,99.80002946223347
40,0.0,9.256298228662777e-11,0.12901284990743703,0.12901285,0.0,0.0,-4.84428147202826e-16,3.9922924469786816,63.09354029111142,0,9.256298228662777e-11,9.256298228662777e-11,99.80002946223347
41,0.0,9.256298229025583e-11,0.138624699907437,0.1386247,0.0,0.0,0.0,3.919332078606346,60.192360198111416,0,9.256298229025583e-11,9.256298229025583e-11,99.80002946223347
42,0.0,9.256298227066611e-11,0.098856799907437,0.0988568,0.0,0.0,0.0,3.8673021839182216,58.85111107911142,0,9.256298227066611e-11,9.256298227066611e-11,99.80002946223347
43,0.0,9.25629822835159e-11,0.12177094990743702,0.12177095,0.0,0.0,0.0,3.8032122102827284,55.27930648911142,0,9.25629822835159e-11,9.25629822835159e-11,99.80002946223347
44,0.0,9.256298227781416e-11,0.11041464990743702,0.11041465,0.0,0.0,0.0,3.7450992366472353,55.27930648911142,0,9.256298227781416e-11,9.256298227781416e-11,99.80002946223347
45,0.0,9.256298227218695e-11,0.10110859990743702,0.1011086,0.0,0.0,0.0,3.691884184064374,54.39000000911142,0,9.256298227218695e-11,9.256298227218695e-11,99.80002946223347
46,0.0,9.256298230229965e-11,0.18417499990743702,0.184175,0.0,0.0,0.0,3.5949499735867754,54.39000000911142,0,9.256298230229965e-11,9.256298230229965e-11,99.80002946223347
47,0.0,9.256298232232949e-11,0.40608849990743706,0.4060885,0.0,0.0,0.0,3.381219184161809,54.39000000911142,0,9.256298232232949e-11,9.256298232232949e-11,99.80002946223347
48,0.0,9.256298232358682e-11,0.43931644990743707,0.43931645,0.0,0.0,0.0,3.15,54.39000000911142,0,9.256298232358682e-11,9.256298232358682e-11,99.80002946223347
