Time,PV,P_buy,P_dch,Demand,P_sell,P_ch,P_hp,Battery_SOC,HP_Tank,HP_Status,P_H,P_DN,V_DN
38,0.0,0.0,0.2009106,0.2009106,0.0,0.0,0.0,4.154326210526316,67.35054816499999,0,0.0,0.0,99.80024614331158
39,0.0,0.0,0.1788513,0.1788513,0.0,0.0,0.0,4.060193947368421,67.35054816499999,0,0.0,0.0,99.80024614331158
40,0.0,0.0,0.1290128500000005,0.12901285,0.0,0.0,0.0,3.9922924473684205,63.09354028199999,0,0.0,0.0,99.80024614331158
41,0.0,0.0,0.13862469999999938,0.1386247,0.0,0.0,0.0,3.919332078947368,60.19236018899999,0,0.0,0.0,99.80024614331158
42,0.0,0.0,0.09885680000000008,0.0988568,0.0,0.0,0.0,3.867302184210526,58.851111069999995,0,0.0,0.0,99.80024614331158
43,0.0,0.0,0.12177095,0.12177095,0.0,0.0,0.0,3.8032122105263153,55.279306479999995,0,0.0,0.0,99.80024614331158
44,0.0,0.0,0.11041465,0.11041465,0.0,0.0,0.0,3.7450992368421048,55.279306479999995,0,0.0,0.0,99.80024614331158
45,0.0,0.0,0.1011086,0.1011086,0.0,0.0,0.0,3.691884184210526,54.38999999999999,0,0.0,0.0,99.80024614331158
46,0.0,0.0,0.184175,0.184175,0.0,0.0,0.0,3.5949499736842103,54.38999999999999,0,0.0,0.0,99.80024614331158
47,0.0,0.0,0.4060885,0.4060885,0.0,0.0,0.0,3.381219184210526,54.38999999999999,0,0.0,0.0,99.80024614331158
48,0.0,0.0,0.43931645,0.43931645,0.0,0.0,0.0,3.15,54.38999999999999,0,0.0,0.0,99.80024614331158
