Time,PV,P_buy,P_dch,Demand,P_sell,P_ch,P_hp,Battery_SOC,HP_Tank,HP_Status,P_H,P_DN,V_DN
1,0.0,2.4509837820575404e-10,0.1752859497549016,0.17528595,0.0,0.0,0.0,3.0577442369711045,54.38999999999999,0,2.4509837820575404e-10,2.4509837820575404e-10,99.8002461432151
2,0.0,2.450983779042028e-10,0.06555239975490162,0.0655524,0.0,0.0,0.0,3.0232429739422075,54.38999999999999,0,2.450983779042028e-10,2.450983779042028e-10,99.8002461432151
3,0.0,2.4509803779742986e-10,0.04042119975490196,0.0404212,0.0,0.0,0.0,3.001968658281733,54.38999999999999,0,2.4509803779742986e-10,2.4509803779742986e-10,99.92659195911185
4,0.0,2.4509837790008474e-10,0.06499639975490162,0.0649964,0.0,0.0,0.0,2.9677600268317845,52.159444402999995,0,2.4509837790008474e-10,2.4509837790008474e-10,99.8002461432151
5,0.0,2.450983779274237e-10,0.06887449975490163,0.0688745,0.0,0.0,0.0,2.9315102901186783,52.159444402999995,0,2.450983779274237e-10,2.450983779274237e-10,99.8002461432151
6,0.0,2.4509837768542755e-10,0.04506379975490162,0.0450638,0.0,0.0,0.0,2.9077925007739935,52.159444402999995,0,2.4509837768542755e-10,2.4509837768542755e-10,99.8002461432151
7,0.0,2.4509837773459067e-10,0.04846929975490162,0.0484693,0.0,0.0,0.0,2.882282343008256,52.15944440299998,0,2.4509837773459067e-10,2.4509837773459067e-10,99.8002461432151
8,0.0,2.4509837791827455e-10,0.06752619975490162,0.0675262,0.0,0.0,0.0,2.846742237874097,52.15944440299998,0,2.4509837791827455e-10,2.4509837791827455e-10,99.8002461432151
9,0.0,2.450983779691602e-10,0.07577584975490163,0.07577585,0.0,0.0,0.0,2.8068602116873067,52.15944440299998,0,2.450983779691602e-10,2.450983779691602e-10,99.8002461432151
10,0.0920748503,0.0,0.0,0.06871465,0.023360190684722556,9.615277438840275e-09,0.0,2.8068602162545635,52.15944440299998,0,-0.023360190684722556,-0.023360190684722556,99.80944380288868
11,0.21392514969999998,0.0,0.7897148864143755,0.077145,0.9264950361143754,0.0,0.0,2.3912208023522608,52.15944440299998,0,-0.9264950361143754,-0.9264950361143754,100.01952462254715
12,0.4680349058,0.0,0.0,0.0986761,0.36935879618462375,9.615376272975595e-09,0.0,2.3912208069195646,52.15944440299998,0,-0.36935879618462375,-0.36935879618462375,99.94567459696938
13,0.7289650942,0.0,0.0,0.166383,0.5625820845846231,9.615376828087108e-09,0.0,2.3912208114868685,52.15944440299998,0,-0.5625820845846231,-0.5625820845846231,100.0217528284859
14,0.9407108014000001,0.0,0.0,0.69659155,0.24411924178483896,9.61516138930918e-09,0.0,2.39122081605407,45.24909600599998,0,-0.24411924178483896,-0.24411924178483896,99.89636375098623
15,1.183289199,0.0,0.6334122676967697,0.10985865,1.70684281669677,0.0,-4.611647573193253e-16,2.0578459383189283,41.677291415999974,0,-1.70684281669677,-1.70684281669677,100.35557291449635
16,1.414093236,0.0,0.0,0.0902666,1.3238266263846872,9.615313434352402e-09,-4.415265895244627e-16,2.0578459428862024,40.787984935999965,0,-1.3238266263846872,-1.3238266263846872,100.32147932093571
17,1.627906764,0.0,0.0,0.1136325,1.5142742543846888,9.615312102084772e-09,-4.211207573435962e-16,2.0578459474534756,38.557429464999956,0,-1.5142742543846888,-1.5142742543846888,100.39646468556093
18,1.795807801,0.0,0.0,0.15433865,1.6414691413846243,9.615375828886386e-09,0.0,2.057845952020779,36.32687399399995,0,-1.6414691413846243,-1.6414691413846243,100.44654540896144
19,1.9481921990000002,0.0,0.0,0.0769921,1.8712000893846246,9.61537560684178e-09,0.0,2.0578459565880824,36.32687399399995,0,-1.8712000893846246,-1.8712000893846246,100.53699788181385
20,2.0673026329999997,0.0,0.0,0.0654829,2.0018197233846244,9.61537516275257e-09,0.0,2.057845961155386,36.32687399399995,0,-2.0018197233846244,-2.0018197233846244,100.58842703840436
21,2.149197367,0.0,0.0,0.088126,2.0610713573846207,9.61537960364467e-09,0.0,2.0578459657226906,36.32687399399995,0,-2.0610713573846207,-2.0610713573846207,100.61175631494501
22,2.186708495,0.0,0.0,0.07861145,2.108097035384621,9.61537915955546e-09,0.0,2.057845970289996,36.32687399399995,0,-2.108097035384621,-2.108097035384621,100.63027183886418
23,2.187291505,0.0,0.0,0.05977,2.127521497307696,7.692304127004945e-09,0.0,2.0578459739438406,36.32687399399995,0,-2.127521497307696,-2.127521497307696,100.70623457074441
24,2.1437015390000003,0.0,0.0,0.07346845,2.0702330793846206,9.61537960364467e-09,0.0,2.057845978511146,36.32687399399995,0,-2.0702330793846206,-2.0702330793846206,100.61536357995523
25,2.077298461,0.0,0.0,0.1105467,1.9667517513846244,9.615375384797176e-09,0.0,2.0578459830784492,36.32687399399995,0,-1.9667517513846244,-1.9667517513846244,100.57461964844259
26,1.996236854,8.567544449488179e-11,0.0,0.12049215,0.0,1.3161473284733591,0.5595973756123164,2.6830159641032947,44.426873009196115,1,8.567544449488179e-11,8.567544449488179e-11,99.80024614327785
27,1.860263146,8.566323509654988e-11,0.0,0.1580569,0.0,1.2328825727934747,0.4693236732921888,3.2686351861801928,52.52687192609481,1,8.566323509654988e-11,8.566323509654988e-11,99.80024614327785
28,1.686531921,8.565102742767584e-11,0.0,0.1665776,0.0,1.0498017792868284,0.47015254179882293,3.7672910313414363,60.6268707224319,1,8.565102742767584e-11,8.565102742767584e-11,99.80024614327785
29,1.494968079,8.554330913850006e-11,0.0,0.1304515,0.0,0.9890863463049314,0.375430232780612,4.237107045836279,66.94554753761285,1,8.554330913850006e-11,8.554330913850006e-11,99.80024614327792
30,1.305648859,8.554330912251319e-11,0.0,0.14734695,0.0,1.1217194382843774,0.03658247080116618,4.769923779021358,67.35054817465792,1,8.554330912251319e-11,8.554330912251319e-11,99.80024614327792
31,1.0703511410000002,8.554330912115624e-11,0.0,0.0855128,0.0,0.9848383410855435,0.0,5.237721991036992,67.35054817465793,0,8.554330912115624e-11,8.554330912115624e-11,99.80024614327792
32,0.8373392128,8.554330912328951e-11,0.0,0.0582132,0.0,0.7791260128855434,0.0,5.607806847157625,67.35054817465793,0,8.554330912328951e-11,8.554330912328951e-11,99.80024614327792
33,0.5846607871999999,0.0,0.0,0.24111635,0.34354442758462383,9.615376106442142e-09,0.0,5.607806851724928,67.35054817465793,0,-0.34354442758462383,-0.34354442758462383,99.93551064868413
34,0.35288815970000004,0.0,0.7444260140112731,0.1182751,0.9790390737112731,0.0,0.0,5.216003686455837,67.35054817465793,0,-0.9790390737112731,-0.9790390737112731,100.04855780641495
35,0.17361184030000001,0.0,0.0,0.1521216,0.0214902306847315,9.615268518892162e-09,0.0,5.216003691023089,67.35054817465793,0,-0.0214902306847315,-0.0214902306847315,99.8087075394135
36,0.019920731709999997,8.003211549234208e-11,0.15088941820996787,0.17081015,0.0,0.0,0.0,5.136588207754685,67.35054817465793,0,8.003211549234208e-11,8.003211549234208e-11,99.80024614328008
37,0.007079268293,0.0,0.8980051990265199,0.16890585,0.73617861731952,0.0,0.0,4.6639538924775685,67.35054817465793,0,-0.73617861731952,-0.73617861731952,99.95445548521622
38,0.0,8.003211549790348e-11,0.20091059991996787,0.2009106,0.0,0.0,0.0,4.558211471467059,67.35054817465793,0,8.003211549790348e-11,8.003211549790348e-11,99.80024614328008
