Time,AG_Buy,AG_Sell,Voltage_H0,Battery_H0,HP_Status_H0,P_H_h0,P_DN_h0,PV_h0,Demand_h0,HP_Power_h0,HP_Tank_h0,Voltage_H1,Battery_H1,HP_Status_H1,P_H_h1,P_DN_h1,PV_h1,Demand_h1,HP_Power_h1,HP_Tank_h1,Voltage_H2,Battery_H2,HP_Status_H2,P_H_h2,P_DN_h2,PV_h2,Demand_h2,HP_Power_h2,HP_Tank_h2
21,0.0,6.183214075358989,100.13840358564075,2.8068602470076804,0,-2.061071360589747,-2.061071360589747,2.149197367,0.088126,0.0,36.32687399399995,100.44692137723361,2.2935018890541117,0,-2.061071357384621,-2.061071357384621,2.149197367,0.088126,0.0,36.32687399399995,100.61175631494501,2.0578459657226906,0,-2.0610713573846207,-2.0610713573846207,2.149197367,0.088126,0.0,36.32687399399995
22,0.0,6.324291109358988,100.14612397460493,2.8068602500525506,0,-2.108097038589747,-2.108097038589747,2.186708495,0.07861145,0.0,36.32687399399995,100.46167776814237,2.293501893621417,0,-2.108097035384621,-2.108097035384621,2.186708495,0.07861145,0.0,36.32687399399995,100.63027183886418,2.057845970289996,0,-2.108097035384621,-2.108097035384621,2.186708495,0.07861145,0.0,36.32687399399995
23,0.0,7.630899868496715,100.21762765992158,2.149841634851854,0,-3.375856873881323,-3.375856873881323,2.187291505,0.05977,0.0,36.32687399399995,100.53608774971406,2.293501897275261,0,-2.127521497307696,-2.127521497307696,2.187291505,0.05977,0.0,36.326873993999946,100.70623457074441,2.0578459739438406,0,-2.127521497307696,-2.127521497307696,2.187291505,0.05977,0.0,36.32687399399995
24,0.0,6.210699241358989,100.13990770127351,2.1498416378967247,0,-2.070233082589747,-2.070233082589747,2.1437015390000003,0.07346845,0.0,36.32687399399995,100.44979627360892,2.293501901842567,0,-2.070233079384621,-2.070233079384621,2.1437015390000003,0.07346845,0.0,36.326873993999946,100.61536357995523,2.057845978511146,0,-2.0702330793846206,-2.0702330793846206,2.1437015390000003,0.07346845,0.0,36.32687399399995
25,0.0,5.900255257358999,100.12291876806368,2.1498416409415935,0,-1.9667517545897497,-1.9667517545897497,2.077298461,0.1105467,0.0,36.32687399399995,100.41732442008833,2.29350190640987,0,-1.9667517513846247,-1.9667517513846247,2.077298461,0.1105467,0.0,36.326873993999946,100.57461964844259,2.0578459830784492,0,-1.9667517513846244,-1.9667517513846244,2.077298461,0.1105467,0.0,36.32687399399995
26,2.57026273827352e-10,0.0,99.80002946223433,2.7750116219664394,1,8.567538485139098e-11,8.567538485139098e-11,1.996236854,0.12049215,0.5595973756123163,44.426873009196115,99.80016888065326,2.9186718874347153,1,8.567544448107925e-11,8.567544448107925e-11,1.996236854,0.12049215,0.5595973756123164,44.42687300919611,99.80024614327785,2.6830159641032947,1,8.567544449488179e-11,8.567544449488179e-11,1.996236854,0.12049215,0.5595973756123164,44.426873009196115
27,2.5698964564419314e-10,0.0,99.80002946223433,3.3606308440433392,1,8.566317546487942e-11,8.566317546487942e-11,1.860263146,0.1580569,0.46932367329218866,52.52687192609481,99.80016888065326,3.504291109511615,1,8.566323508276383e-11,8.566323508276383e-11,1.860263146,0.1580569,0.4693236732921887,52.52687192609481,99.80024614327785,3.2686351861801928,1,8.566323509654988e-11,8.566323509654988e-11,1.860263146,0.1580569,0.4693236732921888,52.52687192609481
28,2.5695302264905836e-10,0.0,99.80002946223433,3.8592866892045827,1,8.565096780747619e-11,8.565096780747619e-11,1.686531921,0.1665776,0.4701525417988227,60.6268707224319,99.80016888065326,4.002946954672859,1,8.565102741390629e-11,8.565102741390629e-11,1.686531921,0.1665776,0.47015254179882293,60.6268707224319,99.80024614327785,3.7672910313414363,1,8.565102742767584e-11,8.565102742767584e-11,1.686531921,0.1665776,0.47015254179882293,60.6268707224319
29,2.566298678589617e-10,0.0,99.80002946223438,4.329102703699425,1,8.554324959558562e-11,8.554324959558562e-11,1.494968079,0.1304515,0.3754302327806126,66.94554753761287,99.80016888065332,4.472762969167702,1,8.5543309124876e-11,8.5543309124876e-11,1.494968079,0.1304515,0.375430232780612,66.94554753761285,99.80024614327792,4.237107045836279,1,8.554330913850006e-11,8.554330913850006e-11,1.494968079,0.1304515,0.375430232780612,66.94554753761285
30,2.5662986778865465e-10,0.0,99.80002946223438,4.861919436884504,1,8.554324955725235e-11,8.554324955725235e-11,1.305648859,0.14734695,0.036582470801166285,67.35054817465793,99.80016888065332,5.005579702352781,1,8.554330910888915e-11,8.554330910888915e-11,1.305648859,0.14734695,0.03658247080116622,67.35054817465792,99.80024614327792,4.769923779021358,1,8.554330912251319e-11,8.554330912251319e-11,1.305648859,0.14734695,0.03658247080116618,67.35054817465792
31,2.5662986778401686e-10,0.0,99.80002946223438,5.329717648900137,0,8.55432495553284e-11,8.55432495553284e-11,1.0703511410000002,0.0855128,0.0,67.35054817465793,99.80016888065332,5.473377914368414,0,8.55433091075322e-11,8.55433091075322e-11,1.0703511410000002,0.0855128,0.0,67.35054817465792,99.80024614327792,5.237721991036992,0,8.554330912115624e-11,8.554330912115624e-11,1.0703511410000002,0.0855128,0.0,67.35054817465793
