Time,PV,P_buy,P_dch,Demand,P_sell,P_ch,P_hp,Battery_SOC,HP_Tank,HP_Status,P_H,P_DN,V_DN
1,0.0,2.45098200159365e-10,0.1752859497549018,0.17528595,0.0,0.0,0.0,3.057744236971104,54.38999999999999,0,2.45098200159365e-10,2.45098200159365e-10,99.8000294622082
2,0.0,2.4509819970584367e-10,0.06555239975490179,0.0655524,0.0,0.0,0.0,3.0232429739422053,54.38999999999999,0,2.4509819970584367e-10,2.4509819970584367e-10,99.8000294622082
3,0.0,2.4509803740431025e-10,0.04042119975490196,0.0404212,0.0,0.0,0.0,3.0019686582817307,54.38999999999999,0,2.4509803740431025e-10,2.4509803740431025e-10,99.85340682486245
4,0.0,2.4509819969964773e-10,0.06499639975490179,0.0649964,0.0,0.0,0.0,2.9677600268317823,52.159444402999995,0,2.4509819969964773e-10,2.4509819969964773e-10,99.8000294622082
5,0.0,2.4509819974078006e-10,0.0688744997549018,0.0688745,0.0,0.0,0.0,2.931510290118676,52.159444402999995,0,2.4509819974078006e-10,2.4509819974078006e-10,99.8000294622082
6,0.0,2.450981993765853e-10,0.0450637997549018,0.0450638,0.0,0.0,0.0,2.907792500773991,52.159444402999995,0,2.450981993765853e-10,2.450981993765853e-10,99.8000294622082
7,0.0,2.4509819945059305e-10,0.0484692997549018,0.0484693,0.0,0.0,0.0,2.882282343008253,52.15944440299998,0,2.4509819945059305e-10,2.4509819945059305e-10,99.8000294622082
8,0.0,2.450981997270151e-10,0.06752619975490179,0.0675262,0.0,0.0,0.0,2.846742237874094,52.15944440299998,0,2.450981997270151e-10,2.450981997270151e-10,99.8000294622082
9,0.0,2.4509819980356793e-10,0.0757758497549018,0.07577585,0.0,0.0,0.0,2.8068602116873036,52.15944440299998,0,2.4509819980356793e-10,2.4509819980356793e-10,99.8000294622082
10,0.0920748503,0.0,0.0,0.06871465,0.02336019388978499,6.410215004637454e-09,0.0,2.806860214732156,52.15944440299998,0,-0.02336019388978499,-0.02336019388978499,99.8038645960366
11,0.21392514969999998,0.0,0.0,0.077145,0.1367801445717982,5.128201752135908e-09,0.0,2.806860217168052,52.15944440299998,0,-0.1367801445717982,-0.1367801445717982,99.86570204996046
12,0.4680349058,0.0,0.0,0.0986761,0.3693587993897489,6.410251107702436e-09,0.0,2.8068602202129207,52.15944440299998,0,-0.3693587993897489,-0.3693587993897489,99.86066853654593
13,0.7289650942,0.0,0.0,0.166383,0.5625820877897486,6.410251329747041e-09,0.0,2.80686022325779,52.15944440299998,0,-0.5625820877897486,-0.5625820877897486,99.89239075740122
14,0.9407108014000001,0.0,0.0,0.69659155,0.24411924498984774,6.410152603164576e-09,0.0,2.8068602263026126,45.24909600599998,0,-0.24411924498984774,-0.24411924498984774,99.84010747044782
15,1.183289199,0.0,0.0,0.10985865,1.0734305438718192,5.1281809909653475e-09,-4.611647573193253e-16,2.8068602287384987,41.677291415999974,0,-1.0734305438718192,-1.0734305438718192,100.01092199557912
16,1.414093236,0.0,0.0,0.0902666,1.323826629589784,6.41021657976637e-09,-4.415265895244627e-16,2.8068602317833515,40.787984935999965,0,-1.323826629589784,-1.323826629589784,100.01736724279186
